Gene	OQ1	OQ2	OQ3	OQ4	OW1	OW2	OW3	OW4
FEX_0011503	312.00	279.00	557.00	452.00	682.00	804.00	531.00	784.00
FEX_0011504	0.00	0.00	0.00	3.52	0.00	0.00	0.90	0.00
FEX_0011505	0.00	0.00	0.00	2.00	0.00	0.00	2.00	0.00
FEX_0011507	5.54	12.00	9.91	7.12	2.19	8.39	1.00	4.72
FEX_0011508	0.00	2.00	2.00	3.00	2.00	4.20	1.00	3.00
FEX_0011509	24.03	21.21	14.67	31.70	29.71	65.26	28.97	23.14
FEX_0011510	4.00	4.00	1.00	0.00	0.00	0.00	2.00	2.00
FEX_0011511	13.00	11.64	39.47	25.25	4.00	15.12	16.00	8.00
FEX_0011512	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
FEX_0011513	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
FEX_0011514	10.01	0.00	7.06	3.01	5.01	6.03	4.02	5.02
FEX_0011515	1877.38	1905.92	1045.36	1438.62	1644.53	1686.68	1460.79	746.10
FEX_0011516	5.00	6.10	2.19	15.23	4.17	24.48	86.28	82.77
FEX_0011517	724.62	771.08	513.64	800.38	612.46	655.32	539.21	597.90
FEX_0011518	1.00	3.00	5.02	3.00	4.04	5.02	7.00	9.87
FEX_0011519	1.00	0.00	3.00	0.00	0.00	0.00	1.00	0.00
FEX_0011520	0.00	0.00	4.00	3.00	1.00	2.00	0.00	0.00
FEX_0011521	1.00	2.00	0.00	0.00	0.00	1.00	0.00	0.00
FEX_0011522	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0011523	11.76	2.75	27.94	19.04	0.00	0.00	3.37	4.63
FEX_0011525	8.00	0.00	14.00	3.00	0.00	2.04	3.09	0.00
FEX_0011526	1414.39	1240.48	821.28	1259.44	809.15	1433.48	729.23	525.30
FEX_0011527	0.00	1.00	0.00	0.00	0.00	0.00	0.00	4.00
FEX_0011528	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.75
FEX_0011529	14.11	3.13	11.35	2.04	4.18	15.62	7.05	9.22
FEX_0011531	17.91	0.57	32.73	4.33	0.00	0.00	15.71	0.00
FEX_0011532	45.38	20.89	38.43	62.75	18.06	59.31	93.84	65.16
FEX_0011533	16.05	7.31	3.03	21.20	5.00	19.03	33.05	5.06
FEX_0011534	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00
FEX_0011535	2.00	6.00	20.00	27.94	2.00	2.00	8.77	12.01
FEX_0011536	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00
FEX_0011537	0.00	1.00	1.00	5.00	1.00	16.00	1.00	0.00
FEX_0011538	6.91	1.20	13.74	8.93	0.00	0.00	1.02	5.09
FEX_0011539	2.00	1.00	2.00	1.12	1.00	1.00	6.00	2.00
FEX_0011540	8.00	0.00	2.40	0.00	2.00	0.00	0.00	2.00
FEX_0011541	4.00	1.00	9.83	14.60	4.61	1.00	4.22	1.29
FEX_0011542	6.00	6.00	3.00	0.00	0.00	1.00	0.00	0.00
FEX_0011543	137.87	34.97	43.04	114.82	8.66	31.94	77.68	47.12
FEX_0011544	294.00	359.00	204.00	364.00	408.00	346.00	297.00	200.00
FEX_0011545	1541.90	1353.09	582.89	1033.44	1139.26	1051.32	961.58	645.53
FEX_0011546	21.55	22.73	25.74	15.86	1.31	6.75	1.00	4.00
FEX_0011547	1692.45	1364.00	537.00	959.00	1012.00	1224.60	600.00	675.13
FEX_0011548	2117.00	260.00	37.00	184.00	9.00	96.00	19.00	7.00
FEX_0011549	22.53	2.35	31.00	28.90	8.09	19.31	20.90	12.00
FEX_0011550	4.47	4.65	0.00	6.10	4.91	18.69	11.10	0.00
FEX_0011551	884.97	1021.13	912.61	833.43	551.88	678.16	462.96	316.85
FEX_0011552	518.22	661.31	363.48	491.30	460.36	531.64	400.64	172.22
FEX_0011553	0.00	0.00	9.40	0.00	7.68	19.49	11.64	12.87
FEX_0011554	26.00	17.00	8.00	18.00	9.05	14.00	16.00	23.00
FEX_0011555	13.18	0.00	5.61	1.96	3.96	7.71	17.75	5.90
FEX_0011556	34.00	25.00	147.00	52.00	12.00	24.00	12.00	6.00
FEX_0011557	44.00	22.00	188.00	85.00	37.00	43.00	25.00	20.00
FEX_0011558	7.00	5.00	7.00	12.00	3.00	21.00	15.00	7.00
FEX_0011559	3.01	0.00	11.03	3.13	0.00	4.25	17.29	3.03
FEX_0011560	132.79	124.44	69.27	45.34	89.66	105.76	89.92	80.62
FEX_0011561	1269.14	1279.56	724.73	1227.57	1649.34	1695.23	1915.06	1404.38
FEX_0011562	178.81	162.23	315.49	395.07	133.14	306.69	128.95	73.51
FEX_0011563	817.76	672.66	1033.83	786.66	957.00	1018.05	953.78	817.61
FEX_0011564	937.87	789.94	740.90	646.25	649.59	698.01	698.59	369.09
FEX_0011565	393.20	285.02	229.36	243.33	535.34	324.80	371.40	352.05
FEX_0011566	60.43	159.15	1014.42	159.77	120.93	135.46	36.29	140.73
FEX_0011567	4.00	4.29	3.24	7.59	9.00	4.33	1.00	0.00
FEX_0011569	14.00	17.71	34.76	18.41	21.00	16.67	23.00	8.00
FEX_0011570	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0011571	1371.00	1198.00	846.00	981.00	1299.00	1281.00	1148.00	1048.00
FEX_0011572	487.75	457.78	1087.55	420.05	416.42	492.51	310.75	486.53
FEX_0011573	5997.00	4155.00	2451.00	2209.00	2037.00	1918.00	1705.00	1084.00
FEX_0011574	184.99	261.74	304.86	278.52	260.75	484.44	329.93	308.12
FEX_0011575	29.24	27.21	11.06	27.34	22.10	39.79	85.84	54.13
FEX_0011576	397.84	420.43	295.53	331.72	393.81	408.66	362.54	235.73
FEX_0011577	1548.10	888.17	638.25	986.16	1023.65	1107.67	917.08	572.31
FEX_0011578	11.00	11.00	48.16	6.00	35.00	37.00	16.00	38.00
FEX_0011579	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
FEX_0011580	2.00	9.00	89.78	7.00	6.00	2.00	4.00	1.00
FEX_0011581	0.00	2.00	19.07	9.05	4.02	1.99	0.00	5.04
FEX_0011582	16.00	24.00	59.06	15.00	39.00	36.00	28.00	28.00
FEX_0011583	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0011584	1281.25	1482.82	1616.98	1805.26	1399.86	2223.14	978.06	1801.53
FEX_0011585	4.00	1.00	4.00	0.00	0.00	4.00	7.00	1.00
FEX_0011586	291.20	304.09	131.76	227.05	447.23	423.18	619.67	558.14
FEX_0011587	847.73	624.24	732.07	617.66	1240.33	828.54	1513.17	1470.72
FEX_0011588	210.81	288.85	334.19	220.03	131.57	187.14	142.09	166.61
FEX_0011589	9.20	4.63	0.00	4.71	0.00	7.09	9.46	0.00
FEX_0011590	499.80	295.37	123.00	17.29	72.00	30.91	99.54	72.00
FEX_0011591	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0011592	254.84	285.33	255.48	350.28	537.83	697.89	585.66	372.68
FEX_0011593	373.16	272.67	253.52	401.72	633.17	628.34	779.34	567.44
FEX_0011594	998.89	1034.83	655.43	770.84	737.09	686.52	684.92	573.05
FEX_0011595	198.49	149.85	215.62	230.25	106.09	137.50	131.11	112.64
FEX_0011596	0.00	1.00	1.00	4.85	0.00	0.00	0.00	0.00
FEX_0011598	8.00	5.56	12.00	8.18	1.00	4.00	10.66	6.42
FEX_0011599	3.09	1.11	1.06	4.35	0.00	1.00	3.99	0.00
FEX_0011600	2.00	11.00	2.00	4.00	1.00	1.00	3.66	7.00
FEX_0011601	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0011603	10.09	3.03	13.05	6.03	5.00	18.15	15.14	4.49
FEX_0011604	14.35	5.40	3.59	4.65	5.00	4.47	5.00	8.24
FEX_0011606	15.00	0.00	3.00	6.00	7.00	16.53	19.00	9.00
FEX_0011608	573.71	422.28	987.50	534.94	271.67	183.34	165.67	156.44
FEX_0011609	638.29	612.72	410.50	457.06	524.33	678.66	602.33	482.47
FEX_0011610	23.00	1.00	6.00	14.00	11.00	1.00	11.00	5.00
FEX_0011611	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0011612	16.03	17.00	11.63	12.65	9.00	23.33	20.00	18.68
FEX_0011613	3.11	9.00	0.00	6.37	4.00	4.29	6.02	11.75
FEX_0011614	0.00	0.00	1.00	3.00	0.00	4.00	1.00	9.00
FEX_0011615	1.00	1.00	1.00	3.00	1.00	4.00	1.53	2.00
FEX_0011616	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00
FEX_0011617	1688.36	1280.86	1167.77	858.93	1109.72	1313.07	875.28	646.73
FEX_0011618	406.77	366.94	254.03	318.69	520.84	423.30	446.84	239.10
FEX_0011619	3.00	0.00	0.00	1.00	0.00	69.00	0.00	0.00
FEX_0011620	14.00	2.00	15.00	4.00	48.00	1637.00	17.00	1.00
FEX_0011621	4.00	4.00	15.00	21.00	12.00	10.00	18.00	3.00
FEX_0011622	129.13	181.02	415.64	20.90	26.40	46.97	18.64	12.27
FEX_0011623	0.00	0.00	2.00	3.00	0.00	1.00	0.00	0.00
FEX_0011624	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0011625	12.00	5.00	3.00	8.00	1.00	470.00	4.00	12.00
FEX_0011626	21.00	6.00	13.00	4.00	8.00	25.00	65.00	27.00
FEX_0011627	13.00	5.00	55.00	36.00	16.00	44.00	27.00	44.00
FEX_0011628	12.00	7.00	2.00	43.00	23.00	51.00	111.00	6.00
FEX_0011629	214.00	371.00	219.00	377.00	344.00	394.00	278.00	290.00
FEX_0011630	22.00	17.00	23.00	41.00	19.98	46.00	44.00	24.02
FEX_0011631	1649.00	1053.28	874.82	1334.59	1202.42	1306.40	1623.98	1199.65
FEX_0011632	649.68	591.78	1586.01	433.21	487.59	396.13	333.67	317.70
FEX_0011633	344.55	701.48	545.00	642.60	488.19	786.07	417.46	382.93
FEX_0011634	551.00	392.00	440.00	328.00	414.00	510.00	469.00	267.00
FEX_0011635	2522.67	5926.42	1777.48	1141.70	968.60	899.53	941.18	590.31
FEX_0011636	147.33	167.58	79.52	163.30	157.40	162.47	182.82	113.69
FEX_0011637	161.29	119.09	82.53	99.56	91.94	93.01	35.29	23.15
FEX_0011638	9430.85	5752.85	3577.40	5242.65	8180.05	8202.46	8388.06	6034.50
FEX_0011639	463.00	412.00	307.00	355.00	431.00	233.00	187.00	105.00
FEX_0011640	1207.09	847.00	309.74	445.98	703.98	681.76	1067.90	296.69
FEX_0011641	2.24	4.16	8.19	3.04	7.31	3.61	6.07	7.63
FEX_0011642	41.99	9.64	42.08	20.95	12.10	53.45	70.71	30.14
FEX_0011643	1303.78	972.08	812.72	900.49	1167.13	1233.17	1437.38	990.35
FEX_0011644	380.95	286.92	508.34	268.72	401.13	372.01	377.71	329.70
FEX_0011645	2.00	2.00	1.00	3.00	2.00	9.00	1.00	1.00
FEX_0011646	770.18	941.00	562.23	470.00	505.00	691.00	701.00	434.00
FEX_0011647	749.03	844.83	3917.12	1695.35	1152.45	834.54	425.84	618.33
FEX_0011648	2.00	1.00	0.14	3.00	0.00	2.00	6.08	5.99
FEX_0011649	817.23	366.06	91.97	1294.31	914.16	2588.70	13847.16	647.90
FEX_0011650	4.55	0.00	3.00	1.00	0.00	0.00	5.00	10.22
FEX_0011651	0.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0011652	2.00	0.00	2.00	0.00	1.00	1.00	0.00	0.00
FEX_0011653	1183.35	264.68	199.31	490.61	859.78	687.65	861.55	495.64
FEX_0011654	91.00	36.00	38.00	101.00	56.00	18.00	28.00	0.00
FEX_0011655	16.22	2.97	14.38	9.44	0.00	10.34	0.00	0.00
FEX_0011656	110.78	78.81	37.62	113.41	109.00	41.11	66.00	30.00
FEX_0011657	3824.82	2912.39	2306.16	2528.13	2740.16	2355.04	2904.40	2165.72
FEX_0011658	2696.71	1691.65	1236.46	1465.30	1529.02	1256.20	1590.04	818.57
FEX_0011659	92.29	83.35	99.54	38.70	48.98	69.80	51.96	51.43
FEX_0011660	33.09	27.81	43.00	61.93	91.69	77.33	93.93	33.17
FEX_0011661	529.14	598.34	513.48	681.10	516.06	452.12	394.24	249.80
FEX_0011662	26.00	11.00	18.00	18.00	4.00	15.78	35.38	14.00
FEX_0011663	237.23	1435.72	797.96	179.63	605.36	1174.79	644.39	554.59
FEX_0011664	39.76	1.38	6.03	7.30	0.00	28.89	15.63	9.53
FEX_0011665	4.32	1.12	8.25	5.76	2.09	1.11	0.00	4.71
FEX_0011666	492.68	409.90	162.24	536.30	505.91	409.89	366.00	196.31
FEX_0011667	5.00	0.00	0.00	4.00	0.00	0.00	0.00	1.00
FEX_0011668	2.00	2.00	0.00	1.00	0.00	0.00	0.00	0.00
FEX_0011669	5.29	4.40	12.09	5.29	4.84	3.16	8.47	6.13
FEX_0011671	1375.28	1323.37	1070.65	1211.36	1622.62	1767.00	1695.93	1716.36
FEX_0011672	12.00	3.00	8.00	16.00	1.00	6.00	25.00	9.00
FEX_0011673	3.00	1.00	2.00	1.00	0.00	1.00	4.00	0.00
FEX_0011674	21.00	108.90	67.78	11.17	3.00	16.00	14.74	4.00
FEX_0011675	78.00	25.81	66.98	56.91	50.93	46.47	86.95	25.00
FEX_0011676	68.45	79.78	73.51	93.28	47.35	55.80	106.00	55.80
FEX_0011677	0.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0011678	0.00	0.00	1.00	1.00	0.00	3.00	1.00	0.00
FEX_0011679	1.00	0.00	3.17	2.07	0.00	0.00	3.00	1.00
FEX_0011680	4.95	6.37	2.00	1.00	0.00	5.50	3.08	2.16
FEX_0011681	3.00	4.00	1.00	0.00	1.01	4.02	4.34	0.00
FEX_0011682	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.32
FEX_0011683	5.25	1.17	8.40	2.00	1.00	1.00	2.00	0.00
FEX_0011684	34.52	27.83	14.15	32.84	27.08	33.60	53.23	42.06
FEX_0011685	112.62	66.98	74.94	90.20	237.71	59.13	329.07	144.33
FEX_0011686	8.00	3.00	0.00	23.00	4.00	4.00	0.00	5.00
FEX_0011688	0.00	0.00	1.79	0.00	0.00	0.00	0.00	0.00
FEX_0011689	2.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
FEX_0011690	3.00	0.00	0.00	1.00	2.00	2.00	0.00	1.00
FEX_0011691	0.00	0.00	0.00	0.00	0.00	1.00	2.00	0.00
FEX_0011692	33.36	16.03	15.91	17.58	13.97	12.59	30.24	21.74
FEX_0011693	160.56	97.62	98.81	127.14	70.24	97.96	43.14	93.13
FEX_0011694	7.00	5.00	5.00	7.00	11.00	7.00	9.00	5.00
FEX_0011695	27.96	17.60	10.96	18.20	12.48	32.92	14.72	5.11
FEX_0011696	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0011697	5.00	1.00	0.00	3.00	2.20	5.00	12.00	15.00
FEX_0011698	4.01	9.01	1.01	7.64	15.80	10.02	53.01	24.43
FEX_0011699	366.00	264.00	351.00	267.00	299.00	282.00	298.00	151.00
FEX_0011700	287.23	172.22	128.42	146.44	107.42	265.59	196.52	210.58
FEX_0011701	4.11	2.06	11.00	6.00	3.09	12.51	8.38	29.18
FEX_0011702	383.64	600.74	620.76	585.64	359.29	388.76	260.74	249.80
FEX_0011703	19.36	26.26	69.89	30.36	16.28	15.40	12.26	16.55
FEX_0011704	9.00	7.00	2.00	18.00	8.00	17.32	10.00	8.00
FEX_0011705	710.07	534.27	472.78	518.32	384.88	439.51	385.09	238.91
FEX_0011706	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00
FEX_0011707	3.00	3.00	0.00	4.00	2.00	10.00	4.00	1.00
FEX_0011708	146.00	47.00	5.00	11.67	32.00	20.00	53.00	44.00
FEX_0011709	273.00	482.00	240.00	309.00	204.00	206.00	149.00	67.00
FEX_0011710	19.16	1.14	8.30	7.78	2.50	0.00	1.39	0.00
FEX_0011711	209.85	12.86	41.70	121.22	142.50	101.13	106.61	176.00
FEX_0011712	11.00	10.00	17.00	5.00	15.00	9.00	20.00	4.00
FEX_0011713	11.00	8.00	0.00	0.00	4.00	3.00	5.39	0.00
FEX_0011714	45.00	14.00	22.00	20.00	29.26	18.21	22.13	16.00
FEX_0011715	1.00	0.97	4.92	9.89	0.77	0.00	1.00	1.00
FEX_0011716	6.00	11.00	18.00	15.00	0.00	5.00	8.00	0.00
FEX_0011717	19.04	15.46	21.30	25.47	38.91	31.16	16.69	4.99
FEX_0011718	9.17	9.64	21.06	13.52	25.43	16.09	13.68	6.64
FEX_0011719	240.32	156.79	155.31	147.15	247.67	344.87	289.02	130.61
FEX_0011720	78.87	0.00	20.03	3.25	0.00	0.00	0.00	0.00
FEX_0011721	5.00	4.00	8.00	0.00	0.00	0.00	0.00	0.00
FEX_0011722	569.21	537.94	478.73	490.83	495.79	361.35	410.36	345.27
FEX_0011723	43.88	10.00	26.95	34.46	12.06	36.75	28.11	21.67
FEX_0011724	3.00	0.00	1.00	0.00	0.00	0.00	0.00	2.00
FEX_0011725	3.52	2.18	1.00	0.00	0.00	3.43	6.75	1.00
FEX_0011726	0.00	0.00	1.02	0.00	0.00	0.00	0.00	1.00
FEX_0011727	213.81	136.09	151.70	74.74	34.34	43.42	16.32	17.12
FEX_0011728	458.00	422.00	348.07	459.00	838.00	1271.00	610.00	666.00
FEX_0011729	1.00	0.00	1.06	0.00	0.00	0.00	0.00	0.00
FEX_0011730	17.00	1.83	26.88	16.16	7.59	44.84	94.33	25.47
FEX_0011731	192.00	161.17	70.12	175.84	155.41	118.16	97.67	102.53
FEX_0011732	1036.50	882.02	800.63	745.87	697.45	1068.31	827.45	962.32
FEX_0011733	1512.50	2310.98	2587.37	2288.13	2235.55	1654.78	805.55	1219.68
FEX_0011734	10.65	3.84	5.88	6.66	37.60	1.00	14.91	57.16
FEX_0011735	23.35	9.16	27.12	29.34	23.40	14.00	51.09	33.84
FEX_0011736	2351.38	2039.75	1493.73	2961.93	3409.53	2895.38	2289.51	1663.17
FEX_0011737	221.62	245.25	570.27	229.07	214.47	182.62	257.49	126.83
FEX_0011738	6.00	2.00	2.00	6.00	3.03	6.00	2.43	6.86
FEX_0011739	4674.33	3226.78	1965.53	2561.74	1675.25	1931.64	1054.37	986.25
FEX_0011740	1145.63	1097.67	774.92	1012.85	674.55	652.94	484.01	349.24
FEX_0011741	4.04	19.55	21.55	17.41	8.19	44.42	29.62	12.51
FEX_0011742	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0011743	50.43	128.30	1001.35	181.66	46.92	30.50	8.89	22.26
FEX_0011744	199.57	248.77	256.65	415.34	340.08	833.50	270.11	338.74
FEX_0011745	62.45	42.88	54.75	35.78	64.16	83.63	108.90	70.02
FEX_0011746	1426.55	900.12	494.25	869.39	1801.04	1244.37	1986.10	2172.98
FEX_0011747	34.00	19.00	25.00	17.00	11.00	16.00	23.00	6.00
FEX_0011748	7.00	3.00	9.00	5.00	3.00	4.00	11.00	0.00
FEX_0011749	31.00	6.00	31.00	27.00	18.00	31.00	46.00	28.00
FEX_0011750	265.00	293.00	324.44	405.00	271.99	287.00	228.07	155.00
FEX_0011751	412.23	293.39	192.34	218.26	304.41	349.68	348.62	485.41
FEX_0011752	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0011753	0.00	1.50	5.10	0.00	3.78	2.38	0.00	0.00
FEX_0011754	664.76	679.28	911.41	656.91	552.93	1931.78	613.96	303.08
FEX_0011755	2.01	11.00	18.15	15.00	1.00	20.06	12.00	10.00
FEX_0011756	466.67	274.84	444.72	350.36	765.08	1054.19	854.83	934.99
FEX_0011757	538.29	798.16	453.22	804.62	340.92	452.81	239.17	230.93
FEX_0011758	8.00	30.00	170.00	78.00	56.00	97.00	47.00	31.00
FEX_0011759	3.05	0.00	6.17	3.24	3.03	7.09	0.00	4.09
FEX_0011760	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0011761	2.00	1.00	7.00	4.00	0.00	3.00	10.00	1.00
FEX_0011762	6.00	6.00	1.00	17.00	7.00	4.00	13.00	8.00
FEX_0011763	29.00	17.00	29.00	40.00	20.00	22.00	40.00	32.00
FEX_0011764	75.01	40.06	37.24	51.35	64.69	54.34	117.43	77.34
FEX_0011765	93.99	70.94	35.04	40.44	117.28	117.58	201.57	75.63
FEX_0011766	1663.34	1898.87	1057.02	1595.22	1895.67	2948.85	1807.56	2257.80
FEX_0011767	53.66	16.13	230.60	48.79	69.33	27.15	28.61	48.25
FEX_0011768	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0011769	1870.00	1036.00	731.00	1163.00	2224.00	1875.00	2347.00	2282.00
FEX_0011770	833.00	512.00	599.94	363.87	464.12	569.00	539.00	213.00
FEX_0011771	854.75	833.06	725.22	882.72	1281.45	1005.51	1316.33	1062.00
FEX_0011772	55.25	59.94	263.78	62.28	104.55	222.49	151.67	124.00
FEX_0011773	1341.00	1890.00	3443.00	2198.00	1748.00	1539.00	1386.00	1502.00
FEX_0011775	1.00	0.00	2.00	2.00	0.00	0.00	1.00	0.00
FEX_0011776	1225.00	1014.00	996.00	2045.00	1057.00	1097.00	739.00	842.00
FEX_0011777	280.15	274.46	544.08	246.30	194.87	539.72	374.87	360.00
FEX_0011778	47.85	55.54	149.92	58.70	43.13	4.28	2.13	0.00
FEX_0011779	1579.73	1528.46	889.42	1930.23	1658.07	1776.23	1575.60	1083.99
FEX_0011780	1022.27	893.54	638.58	1003.77	1090.93	1221.77	1127.40	547.01
FEX_0011781	119.04	108.00	671.01	101.00	304.00	318.00	184.07	210.00
FEX_0011782	979.00	427.00	176.00	90.00	65.00	83.00	71.00	12.00
FEX_0011783	249.41	120.95	208.05	146.04	56.04	77.94	73.57	29.55
FEX_0011784	252.59	395.05	312.95	149.96	292.96	251.06	124.43	181.45
FEX_0011785	768.00	914.00	5737.00	3501.00	1035.00	1593.00	2897.95	801.01
FEX_0011786	19.00	8.00	113.00	49.00	10.00	37.00	16.00	11.00
FEX_0011787	1602.00	890.00	1298.00	709.00	765.00	572.00	371.00	334.00
FEX_0011788	1506.23	521.38	242.77	314.20	299.88	435.51	328.48	212.73
FEX_0011789	146.77	150.62	97.23	137.80	299.12	279.49	183.11	187.27
FEX_0011790	3978.87	2331.44	1720.39	2426.00	3920.61	2723.67	6032.91	5808.85
FEX_0011791	4.13	6.60	16.61	0.00	10.39	3.33	3.09	4.15
FEX_0011792	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0011793	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0011794	1.00	0.00	6.00	1.00	0.00	4.00	4.00	0.00
FEX_0011795	256.00	333.00	430.00	375.00	299.00	424.00	181.00	211.00
FEX_0011796	160.87	263.23	544.99	469.24	147.22	25.83	24.62	51.64
FEX_0011797	325.93	368.90	237.67	394.62	672.59	667.37	571.95	673.36
FEX_0011798	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0011799	43.27	48.95	111.59	159.14	19.23	126.80	43.44	47.99
FEX_0011800	1.00	1.00	0.00	0.00	1.00	0.00	1.00	4.00
FEX_0011801	39.00	25.00	64.00	80.00	32.00	47.00	53.00	29.00
FEX_0011802	201.00	236.00	332.00	338.00	366.00	311.00	275.00	341.00
FEX_0011803	1546.99	1745.13	1219.26	1100.87	1705.55	718.00	1192.10	864.78
FEX_0011804	355.32	291.55	343.58	302.65	230.53	217.55	358.41	324.11
FEX_0011805	318.22	144.89	634.20	340.49	37.97	30.70	11.58	22.85
FEX_0011806	20.00	6.00	10.00	10.21	6.00	7.00	10.00	10.00
FEX_0011807	1028.99	700.11	1008.79	982.15	723.03	900.30	540.42	601.15
FEX_0011808	1084.23	1095.63	718.92	911.15	796.21	829.85	950.10	698.61
FEX_0011809	14.77	3.37	19.08	11.85	12.79	27.15	27.90	25.39
FEX_0011810	1044.19	832.38	457.37	375.93	453.95	629.55	573.83	511.46
FEX_0011811	963.10	663.62	464.63	456.35	251.01	394.58	133.83	348.47
FEX_0011812	0.00	0.00	0.00	0.00	10.23	0.00	0.00	0.00
FEX_0011813	266.50	219.32	524.98	252.67	279.50	224.68	162.73	171.00
FEX_0011814	9.00	10.00	3.00	15.00	5.00	12.00	0.00	1.00
FEX_0011815	10.00	2.00	1.00	1.00	8.00	16.00	6.00	5.00
FEX_0011816	88.56	57.95	87.70	110.21	58.81	70.24	91.25	46.67
FEX_0011817	118.50	46.68	198.02	370.33	15.50	17.32	13.27	0.00
FEX_0011818	1268.95	939.61	786.44	331.58	380.84	345.80	222.26	196.43
FEX_0011819	23.00	10.00	30.00	30.00	15.00	40.00	25.00	29.00
FEX_0011820	470.45	458.41	471.09	433.00	382.58	391.56	385.76	302.35
FEX_0011821	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0011822	139.34	188.33	84.50	140.51	72.00	116.46	75.06	45.16
FEX_0011823	161.00	84.00	105.00	125.00	118.00	189.00	131.00	209.00
FEX_0011824	81.51	72.52	91.56	106.47	115.19	52.22	145.45	56.90
FEX_0011825	23.00	0.00	10.00	23.00	3.00	11.00	6.00	2.00
FEX_0011826	14.00	4.00	11.00	20.00	2.00	16.00	14.00	9.00
FEX_0011827	122.00	56.00	40.00	74.00	45.00	41.00	37.00	28.00
FEX_0011828	19.86	3.32	0.00	9.45	0.00	131.53	45.75	0.00
FEX_0011829	150.14	170.68	309.00	164.55	313.00	161.47	151.25	264.00
FEX_0011830	245.24	247.73	236.67	146.97	144.78	158.70	124.76	52.76
FEX_0011831	1111.36	1149.32	856.01	1180.04	996.19	912.51	942.27	1066.34
FEX_0011832	2679.40	2794.22	2126.55	3292.00	4145.03	4183.82	4454.97	3631.90
FEX_0011833	439.00	139.00	56.00	30.00	52.00	196.00	128.00	58.00
FEX_0011834	0.00	0.00	0.00	0.00	1.00	1.00	0.00	2.00
FEX_0011835	7.12	1.00	0.00	5.00	3.66	5.00	3.00	0.00
FEX_0011836	2.88	0.00	8.00	1.00	3.34	2.00	0.00	1.00
FEX_0011837	353.14	171.55	126.66	147.91	190.75	179.43	228.77	377.44
FEX_0011838	4210.92	2653.24	683.63	412.47	1040.44	336.76	553.08	263.65
FEX_0011839	7.10	16.60	119.51	37.55	14.21	3.43	0.00	0.00
FEX_0011840	92.17	49.88	16.93	10.10	15.58	38.56	34.51	28.67
FEX_0011841	853.80	490.83	453.86	590.06	461.72	515.13	500.75	488.83
FEX_0011842	4219.93	2888.70	1673.52	2764.28	3661.49	3532.88	5321.74	3010.50
FEX_0011843	30.00	24.00	72.19	24.00	20.00	19.00	26.00	16.00
FEX_0011844	299.00	391.00	454.00	379.00	284.00	324.00	246.00	144.00
FEX_0011845	3.00	2.00	1.00	2.00	5.00	0.00	0.00	0.00
FEX_0011846	5320.00	4271.00	3322.00	4203.00	4828.00	4565.00	5804.00	3440.00
FEX_0011847	2.00	1.00	5.00	1.00	0.00	1.00	0.00	0.00
FEX_0011848	923.07	1209.52	831.88	1526.09	943.41	1220.46	551.81	691.47
FEX_0011849	4817.93	3222.48	2934.12	2825.91	3070.59	3613.54	2419.19	2534.48
FEX_0011850	15.00	6.00	15.00	7.00	6.00	12.00	0.00	3.05
FEX_0011851	288.54	383.43	416.14	352.73	207.85	224.19	113.30	143.26
FEX_0011852	801.46	534.57	295.86	531.27	746.15	677.81	852.70	706.74
FEX_0011853	15616.12	9822.85	9400.92	13062.78	8730.40	9228.94	8768.57	6726.73
FEX_0011854	0.00	3.00	0.00	0.00	3.00	0.00	1.00	0.00
