Gene	OW1	OW2	OW3	OW4	YW2	YW3	YW4	YW5
FEX_0005935	3.35	1.21	0.00	1.72	30.22	0.00	2.25	19.87
FEX_0005936	2.00	1.40	15.13	5.00	4.07	8.74	5.00	0.00
FEX_0005938	7.67	18.37	52.58	26.87	5.00	29.12	30.61	11.95
FEX_0005939	0.00	0.00	0.00	5.86	1.00	0.00	2.00	0.00
FEX_0005940	0.44	5.38	3.89	1.01	1.00	7.30	2.00	4.04
FEX_0005941	1.00	6.12	2.00	2.55	2.00	1.00	0.00	3.00
FEX_0005942	5.01	18.20	29.44	16.48	4.00	11.00	5.26	4.84
FEX_0005943	49.00	18.04	63.27	27.03	10.00	58.37	81.12	40.62
FEX_0005944	0.00	0.00	1.00	3.14	0.00	0.00	0.00	0.00
FEX_0005945	1.00	1.06	3.00	4.49	0.00	1.00	3.00	1.00
FEX_0005946	0.00	0.00	6.04	1.07	0.00	1.00	5.00	1.36
FEX_0005947	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0005948	5.00	12.00	9.00	7.00	7.00	19.00	23.00	4.00
FEX_0005949	0.00	1.00	2.00	4.00	0.00	0.00	5.00	0.00
FEX_0005950	0.00	6.00	1.00	0.00	1.00	2.00	0.00	2.17
FEX_0005951	1.00	2.00	10.00	2.00	0.00	0.00	3.00	1.41
FEX_0005952	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00
FEX_0005953	31.83	23.57	58.24	34.44	6.00	53.49	39.70	58.97
FEX_0005955	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00
FEX_0005957	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0005958	2885.73	2734.10	1933.36	1828.68	3753.52	3197.41	3300.80	3195.63
FEX_0005959	115.78	132.82	111.42	90.27	400.62	288.21	133.74	742.31
FEX_0005960	87.72	96.06	17.86	21.50	350.27	270.82	237.97	258.41
FEX_0005961	346.00	353.00	268.00	274.00	898.00	567.00	480.00	347.00
FEX_0005962	1608.04	1617.58	1566.56	2214.06	1241.52	1433.23	1426.19	1383.60
FEX_0005963	934.90	823.27	657.46	597.81	1493.12	2116.52	925.38	915.06
FEX_0005964	0.00	10.73	6.17	3.65	95.74	14.28	21.13	58.85
FEX_0005965	11.00	15.00	17.00	11.00	0.00	4.00	5.00	1.00
FEX_0005966	420.83	487.01	330.38	366.54	1021.00	811.28	498.22	134.00
FEX_0005967	600.14	531.24	556.82	285.22	701.55	834.24	762.72	114.84
FEX_0005968	487.86	1080.76	465.18	369.78	903.45	572.76	728.28	200.16
FEX_0005969	364.02	459.15	300.69	330.72	542.49	561.55	597.95	548.23
FEX_0005970	897.29	1187.85	624.66	527.28	7241.45	3192.50	3192.05	4166.77
FEX_0005971	52.48	85.23	34.32	69.51	270.65	156.10	169.00	414.56
FEX_0005972	68.21	116.02	92.44	92.72	32.35	58.00	122.84	59.03
FEX_0005973	34.05	23.49	25.35	23.95	23.66	12.67	54.95	10.11
FEX_0005974	3.00	4.00	0.00	2.87	0.00	0.00	2.00	1.00
FEX_0005975	807.00	806.00	689.00	571.00	3258.00	1316.00	1044.00	1338.00
FEX_0005976	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0005977	2.00	1.01	4.04	0.00	1.00	1.00	1.00	4.00
FEX_0005979	1.28	3.16	5.64	2.32	2.23	2.20	3.27	3.03
FEX_0005980	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
FEX_0005981	371.62	338.34	535.69	529.02	137.78	155.70	561.20	90.79
FEX_0005982	109.38	120.28	187.31	117.98	21.11	40.88	127.80	16.21
FEX_0005983	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0005984	1178.31	1119.86	1204.06	843.39	2165.35	1881.82	1762.08	592.17
FEX_0005985	2.00	11.00	27.00	9.00	0.00	4.00	9.00	3.00
FEX_0005986	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0005987	0.00	0.00	4.93	0.00	0.00	4.99	1.00	0.00
FEX_0005988	0.00	2.00	0.00	0.00	0.00	1.00	0.00	1.00
FEX_0005989	0.00	1.00	15.00	1.00	0.00	9.00	0.00	1.00
FEX_0005991	0.34	7.93	4.81	1.00	0.00	2.00	4.00	3.00
FEX_0005993	1689.00	2907.00	1310.00	1458.00	6097.00	6490.00	5508.00	3480.00
FEX_0005994	496.00	860.00	365.61	475.03	2499.79	1899.71	1939.00	2569.09
FEX_0005995	1836.54	1534.86	2244.13	1348.43	659.47	1106.38	1262.32	132.61
FEX_0005996	96.48	86.65	80.31	66.50	201.61	240.38	525.04	316.00
FEX_0005997	115.23	107.40	74.33	33.33	1159.65	303.73	272.54	814.21
FEX_0005998	1238.93	1265.88	1192.17	541.63	1463.25	1683.42	1604.25	368.86
FEX_0005999	640.13	654.23	655.47	419.46	1728.58	1054.26	1345.97	602.97
FEX_0006000	359.52	362.35	384.69	455.50	208.39	310.62	730.96	63.00
FEX_0006001	403.89	364.77	313.32	200.96	1555.35	578.54	484.39	901.67
FEX_0006002	3.11	3.23	4.18	1.04	37.60	25.46	8.61	46.31
FEX_0006003	2.00	0.00	4.00	1.00	1.00	0.00	0.00	0.00
FEX_0006005	165.00	240.00	95.00	140.00	533.00	304.00	361.00	284.00
FEX_0006006	30.00	21.00	16.00	18.00	30.00	49.00	43.00	100.00
FEX_0006008	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006009	89.95	73.00	44.00	66.57	138.13	210.76	95.12	152.00
FEX_0006010	3.00	3.00	6.00	5.00	3.00	7.00	2.00	1.00
FEX_0006012	10.00	0.00	15.00	6.00	0.00	11.00	2.00	2.00
FEX_0006013	5.00	12.00	18.00	7.00	7.00	10.00	11.00	1.00
FEX_0006014	72.87	152.99	157.65	144.61	93.16	102.69	91.02	72.96
FEX_0006015	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.63
FEX_0006016	53.06	93.56	44.10	69.25	102.97	129.36	77.42	130.12
FEX_0006017	0.00	0.00	0.00	13.43	0.00	0.00	0.00	0.00
FEX_0006018	28.00	51.00	59.00	84.00	108.00	61.00	41.00	82.00
FEX_0006020	3.00	6.00	14.00	2.00	0.00	18.47	3.00	1.00
FEX_0006021	0.05	6.00	5.00	0.00	15.87	16.24	0.88	5.00
FEX_0006022	480.39	499.80	463.65	388.00	726.97	655.51	746.48	248.60
FEX_0006023	3.00	1.00	1.00	0.00	1.00	2.00	0.00	1.00
FEX_0006024	1435.21	1781.87	1307.91	1288.62	3522.11	2484.70	3005.06	1331.21
FEX_0006025	4430.79	3738.13	7185.12	4538.79	1562.89	3541.90	4637.94	309.82
FEX_0006026	2.00	7.00	3.00	2.00	0.00	3.00	4.00	1.00
FEX_0006027	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006028	0.00	0.00	4.00	5.00	0.00	7.00	4.00	0.00
FEX_0006030	1.00	0.00	6.00	1.00	0.00	3.00	5.00	1.00
FEX_0006031	551.69	673.14	820.94	1021.61	788.65	659.18	871.92	639.83
FEX_0006032	235.12	177.50	124.76	369.72	355.40	230.32	254.52	296.29
FEX_0006033	25.00	35.00	33.00	22.00	55.16	74.00	36.01	32.17
FEX_0006034	1.21	1.18	0.00	0.00	5.05	3.63	2.78	27.06
FEX_0006035	3.77	4.88	5.59	3.00	7.27	7.37	18.32	6.04
FEX_0006036	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006037	26.22	49.41	91.70	43.08	0.00	45.69	37.86	22.05
FEX_0006038	0.00	1.00	5.04	1.00	3.00	6.01	1.00	2.62
FEX_0006039	249.34	132.17	425.21	202.45	112.52	112.30	196.74	38.05
FEX_0006040	4259.50	3999.09	4513.54	2511.60	4300.63	4725.47	5213.04	939.22
FEX_0006041	1.42	7.14	3.00	1.00	2.00	2.00	2.24	2.67
FEX_0006042	2.01	2.00	9.00	5.01	1.00	15.51	16.03	14.34
FEX_0006044	0.00	0.00	1.00	0.00	0.00	0.00	0.00	2.38
FEX_0006045	11.04	22.75	27.71	14.63	0.00	16.00	8.74	5.57
FEX_0006046	4.00	11.00	9.05	5.01	1.00	2.00	3.01	2.02
FEX_0006047	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006048	3.00	15.00	18.41	23.96	0.00	11.80	5.57	9.66
FEX_0006049	249.00	184.09	253.00	206.00	908.00	503.00	444.53	1114.00
FEX_0006050	25.06	17.00	14.00	14.00	36.00	15.00	15.00	12.00
FEX_0006051	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006052	0.00	4.00	2.00	3.00	0.00	2.00	0.00	0.00
FEX_0006053	0.00	0.00	1.00	0.00	0.00	0.00	1.00	1.00
FEX_0006054	0.00	1.14	3.00	0.00	0.00	3.49	5.96	3.44
FEX_0006055	2.00	8.00	9.00	7.77	5.00	4.00	5.00	1.00
FEX_0006056	7.00	10.43	29.00	19.00	2.00	7.00	2.00	2.00
FEX_0006058	5.00	13.21	25.95	13.61	0.00	15.00	3.18	8.76
FEX_0006060	0.00	6.00	0.00	0.00	0.00	0.00	4.07	5.00
FEX_0006061	2.00	1.00	6.14	8.26	0.00	3.00	1.00	2.00
FEX_0006062	12.38	52.25	41.09	24.81	10.00	8.33	21.35	8.00
FEX_0006063	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006064	2.14	2.62	0.00	0.00	0.00	2.96	1.69	2.11
FEX_0006065	4.84	3.00	7.00	2.00	0.00	4.00	3.00	0.00
FEX_0006066	0.00	2.07	0.00	1.09	0.00	0.97	2.71	0.00
FEX_0006067	11.14	11.80	18.03	11.94	0.00	15.78	11.83	11.40
FEX_0006068	138.63	89.00	227.32	102.81	25.67	50.97	50.33	24.64
FEX_0006069	0.00	13.06	11.34	9.03	0.00	3.82	6.03	2.23
FEX_0006070	5.01	12.14	35.76	0.00	7.02	21.33	0.00	0.00
FEX_0006071	0.00	0.00	0.00	0.00	0.00	1.00	0.00	5.00
FEX_0006072	8.73	2.05	15.12	1.24	5.00	4.01	0.00	0.00
FEX_0006073	12.99	46.22	57.01	50.32	1.02	33.81	12.58	14.82
FEX_0006074	0.00	0.00	0.00	0.00	1.44	0.00	1.20	2.63
FEX_0006075	784.24	699.32	896.31	882.57	373.10	361.57	742.49	78.96
FEX_0006076	0.00	0.00	0.00	0.00	0.00	3.38	2.10	8.17
FEX_0006077	789.00	728.00	599.71	708.00	2969.00	779.00	888.00	1904.00
FEX_0006078	96.00	114.16	188.00	92.00	121.00	89.00	131.23	43.89
FEX_0006079	0.00	2.00	4.00	1.00	0.00	0.00	0.00	1.00
FEX_0006081	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
FEX_0006082	2399.79	2440.00	2502.38	1556.01	2632.00	2501.08	2734.93	2020.29
FEX_0006083	612.22	378.75	805.55	295.36	0.00	387.56	838.72	0.00
FEX_0006084	197.38	268.42	99.05	152.90	701.75	232.90	266.35	317.21
FEX_0006085	1135.51	841.93	841.23	583.53	2068.20	1162.92	1258.28	1016.06
FEX_0006086	405.80	417.28	335.84	225.34	829.16	579.13	504.23	294.96
FEX_0006087	7.32	3.21	2.15	8.97	209.41	19.59	33.59	149.53
FEX_0006088	257.00	272.00	209.00	250.00	272.00	195.00	302.00	128.00
FEX_0006089	551.20	570.72	693.61	342.14	531.14	749.87	825.71	183.71
FEX_0006090	763.00	638.89	733.00	743.22	503.54	553.17	760.85	173.24
FEX_0006091	0.00	13.11	0.00	1.78	7.46	8.83	8.15	13.76
FEX_0006092	680.49	524.23	593.78	433.57	338.83	434.35	524.92	77.38
FEX_0006093	43.17	13.63	17.18	3.28	160.47	57.88	40.57	120.07
FEX_0006094	1113.35	1827.00	595.00	1101.00	4804.57	3154.00	2958.52	4878.46
FEX_0006095	13.00	24.00	10.00	10.00	181.00	36.00	36.00	182.00
FEX_0006096	837.11	1198.08	586.06	539.90	2312.13	1837.80	1324.35	3503.02
FEX_0006097	4.79	14.80	76.23	5.05	50.05	66.99	10.16	17.39
FEX_0006098	0.00	0.00	0.00	1.00	3.99	0.00	1.55	2.07
FEX_0006099	1.00	11.00	0.00	0.00	7.06	1.31	14.24	5.59
FEX_0006100	0.00	3.56	0.00	0.00	3.19	0.00	2.68	1.88
FEX_0006101	28.81	16.84	57.57	15.07	19.17	8.45	19.73	10.88
FEX_0006102	2.19	17.60	12.43	2.93	7.60	8.24	11.79	37.58
FEX_0006103	0.00	2.00	0.00	2.00	30.43	12.00	22.00	82.54
FEX_0006104	4.00	5.00	3.02	2.00	6.00	4.00	1.00	8.10
FEX_0006105	3.98	0.00	6.39	0.95	0.00	4.42	1.29	5.91
FEX_0006106	0.99	0.00	4.20	6.41	0.00	1.41	1.04	1.01
FEX_0006107	0.00	0.00	0.00	0.00	0.00	0.00	1.01	0.00
FEX_0006108	0.00	3.00	0.00	0.00	0.00	0.00	1.00	0.00
FEX_0006109	918.49	384.16	975.12	420.22	242.70	113.30	662.09	237.90
FEX_0006110	1.00	2.00	1.00	2.00	0.00	1.07	1.09	0.00
FEX_0006111	1.00	1.78	0.00	8.93	1.00	0.00	1.65	2.00
FEX_0006112	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
FEX_0006113	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006114	1.00	4.00	1.52	3.00	0.00	1.00	0.00	2.69
FEX_0006115	0.00	3.00	0.00	0.00	0.00	0.00	1.00	0.00
FEX_0006116	4.09	22.22	29.00	11.07	3.00	23.00	6.35	4.00
FEX_0006117	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.00
FEX_0006118	1128.85	1426.04	786.76	854.38	2486.89	2057.01	1385.84	1505.66
FEX_0006119	2.00	0.00	7.00	0.00	5.03	6.00	4.02	10.10
FEX_0006120	15.01	14.00	16.07	11.00	23.00	44.20	27.22	4.00
FEX_0006121	0.00	3.00	3.00	9.00	1.97	3.00	1.00	2.02
FEX_0006122	2068.36	1815.99	1590.43	1261.58	2824.70	2552.97	2727.23	1078.83
FEX_0006123	112.15	62.96	98.56	62.62	224.09	203.79	138.57	21.23
FEX_0006124	143.00	213.02	102.00	53.00	377.03	450.00	278.05	85.10
FEX_0006125	91.00	79.06	41.00	61.00	253.07	188.00	157.06	132.81
FEX_0006126	0.00	11.00	2.00	0.00	4.00	12.00	20.00	8.00
FEX_0006127	157.00	238.00	180.00	217.00	280.00	131.00	140.00	126.00
FEX_0006128	231.33	214.34	296.13	171.67	303.50	269.13	200.50	126.17
FEX_0006129	3911.67	4947.66	2721.87	2981.33	9000.50	4198.87	4875.50	7184.83
FEX_0006130	2241.51	2121.65	3313.64	1648.12	1093.75	2523.03	3066.52	491.90
FEX_0006131	361.85	299.86	128.19	115.61	382.64	577.22	234.33	44.31
FEX_0006132	698.65	754.50	432.17	498.27	1101.61	627.75	577.15	379.79
FEX_0006133	756.13	1053.46	498.77	619.77	2057.37	1779.30	1684.53	1407.82
FEX_0006134	618.75	644.32	503.80	311.05	872.98	718.60	626.62	517.56
FEX_0006135	826.13	543.15	746.48	387.56	779.50	1209.05	998.77	170.62
FEX_0006136	94.00	116.00	71.00	134.00	167.00	179.00	104.00	147.00
FEX_0006137	2772.14	2938.95	2683.82	1627.80	4457.90	4911.96	3795.14	2888.68
FEX_0006138	623.86	2654.05	1166.18	594.20	893.10	799.04	1116.86	167.32
FEX_0006139	233.68	277.32	162.83	107.39	726.52	504.56	345.18	601.18
FEX_0006140	1.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
FEX_0006141	9.21	0.00	94.93	0.00	0.00	0.00	0.00	3.79
FEX_0006142	101.79	121.09	58.17	53.41	564.90	235.17	154.11	245.24
FEX_0006143	668.29	821.27	814.99	584.52	576.07	387.70	592.01	149.45
FEX_0006144	2380.26	1867.62	2282.87	1422.38	1448.34	1785.63	1851.14	540.42
FEX_0006145	1664.69	2569.62	1485.27	1269.00	5515.27	4309.96	4010.81	2894.14
FEX_0006146	57.00	49.00	14.00	19.00	587.00	125.00	112.00	282.00
FEX_0006147	1252.38	1105.45	2162.72	1887.86	405.17	1019.15	1560.98	176.00
FEX_0006148	713.68	750.47	629.46	492.28	1893.21	1252.09	1324.92	764.31
FEX_0006149	205.63	239.78	167.26	183.24	431.99	488.18	266.83	224.53
FEX_0006150	147.23	240.00	111.00	145.00	256.00	150.00	122.00	121.00
FEX_0006151	114.92	93.84	96.06	58.66	399.45	228.92	141.09	217.21
FEX_0006152	1176.08	1099.16	1097.94	818.34	3006.55	2458.08	1832.91	1239.79
FEX_0006153	539.97	2855.95	1629.88	577.95	1209.01	2127.39	639.87	858.35
FEX_0006154	0.00	34.00	4.92	7.00	17.18	14.11	20.00	38.33
FEX_0006155	0.00	0.00	1.08	0.00	2.82	6.89	0.00	4.67
FEX_0006156	362.95	369.35	213.44	342.66	1109.28	618.98	595.57	933.05
FEX_0006157	5.00	8.00	5.00	15.00	5.00	22.00	13.01	9.00
FEX_0006158	5.00	36.00	46.00	25.00	4.00	34.00	25.00	29.00
FEX_0006159	603.09	613.70	584.68	748.39	261.71	473.63	744.56	53.61
FEX_0006160	17.00	13.00	17.14	15.00	10.00	3.00	9.00	3.00
FEX_0006161	4197.00	3911.30	3437.97	2518.93	14006.09	9354.80	5154.83	3578.90
FEX_0006162	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
FEX_0006163	0.00	0.00	0.00	3.00	0.00	1.00	0.00	0.00
FEX_0006165	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006166	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006167	0.00	3.00	4.00	0.00	0.00	4.00	5.00	2.00
FEX_0006168	597.64	622.01	513.57	289.42	915.30	739.03	648.77	462.17
FEX_0006169	19.00	43.00	38.00	25.00	67.00	51.00	17.02	67.12
FEX_0006170	8.94	19.00	14.52	16.94	4.00	12.73	3.00	8.71
FEX_0006171	5.48	53.78	35.70	26.69	11.63	29.89	19.09	6.31
FEX_0006172	0.00	0.00	1.15	9.41	0.00	0.00	12.00	0.00
FEX_0006173	23.62	46.91	47.44	29.86	11.48	6.27	11.00	7.29
FEX_0006174	6.00	9.07	13.37	24.00	0.00	2.01	3.00	1.00
FEX_0006175	0.00	1.00	13.63	0.00	0.00	0.00	0.00	0.00
FEX_0006176	13.00	23.52	17.16	12.00	16.24	9.00	7.00	1.00
FEX_0006177	128.28	140.46	107.13	130.95	192.87	236.02	190.69	66.00
FEX_0006178	6.72	8.71	15.91	9.11	6.14	5.98	16.39	0.00
FEX_0006179	1.00	5.00	16.02	1.00	5.00	0.00	0.00	1.00
FEX_0006181	1502.44	808.61	747.43	1040.68	1013.96	1183.82	856.48	400.02
FEX_0006182	2.00	5.00	31.00	2.00	1.00	14.00	9.00	4.00
FEX_0006183	1.03	16.00	8.00	15.00	4.47	12.61	15.00	10.13
FEX_0006184	6.00	13.54	8.00	4.14	1.00	13.30	10.00	2.00
FEX_0006185	49.00	44.00	53.00	23.86	44.00	28.70	22.00	5.00
FEX_0006186	1.57	8.43	4.97	103.91	5.00	7.37	38.62	0.00
FEX_0006187	21.44	73.09	41.74	31.20	25.52	22.00	19.00	3.00
FEX_0006188	29.22	64.66	64.17	42.57	163.93	100.42	111.39	38.81
FEX_0006189	483.78	619.76	460.88	321.59	1014.30	903.60	1101.60	328.23
FEX_0006190	0.00	4.00	3.00	8.00	0.00	3.00	2.00	0.00
FEX_0006191	34.06	32.00	83.00	12.02	29.00	21.00	58.40	8.07
FEX_0006192	291.71	391.62	281.36	330.79	540.19	463.45	748.98	330.52
FEX_0006193	14.14	12.50	55.66	26.00	4.39	29.24	23.57	19.63
FEX_0006194	14.34	6.45	10.23	8.28	10.99	11.48	20.05	8.05
FEX_0006195	3.00	3.00	0.00	3.04	0.00	2.00	0.00	2.12
FEX_0006196	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006197	26.63	29.10	31.55	8.51	2.00	18.24	15.80	3.99
FEX_0006198	371.72	662.58	354.46	353.21	1239.66	838.15	651.77	1051.51
FEX_0006199	1272.87	2750.93	1475.77	845.04	3503.51	4290.03	2570.40	2505.58
FEX_0006200	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006201	41.34	31.87	41.42	13.26	155.62	39.09	67.79	38.75
FEX_0006202	18.61	42.13	59.98	47.01	12.74	14.55	17.71	1.91
FEX_0006203	74.03	70.65	44.00	19.01	80.88	106.74	86.00	27.00
FEX_0006204	46.01	57.68	84.50	39.48	370.82	111.50	194.30	168.90
FEX_0006205	636.37	437.61	915.02	799.36	224.75	437.71	636.39	36.43
FEX_0006206	753.68	565.67	378.79	421.53	919.41	908.75	811.40	392.94
FEX_0006207	464.85	600.08	530.78	428.74	916.54	870.42	610.54	281.15
FEX_0006208	11.05	18.94	0.00	9.71	19.30	14.07	5.03	13.08
FEX_0006209	29.03	118.39	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006210	0.00	0.00	4.69	0.00	0.00	0.00	0.00	0.00
FEX_0006211	1142.99	818.00	551.00	900.00	2130.00	2550.00	1285.00	939.00
FEX_0006212	10.75	42.65	33.10	32.56	0.00	28.74	0.00	2.17
FEX_0006213	261.26	196.81	282.96	180.11	479.13	355.83	283.00	392.10
FEX_0006214	261.06	292.87	436.60	245.70	86.67	101.50	149.89	38.73
FEX_0006215	230.93	237.67	391.34	151.62	159.20	66.93	141.11	0.00
FEX_0006216	24.00	23.00	8.00	30.00	159.00	70.00	85.00	323.00
FEX_0006217	1829.02	1526.90	1926.00	1539.00	1864.32	1163.90	1651.66	405.76
FEX_0006218	9.00	4.00	2.00	16.00	14.00	13.00	2.00	5.00
FEX_0006219	30.00	76.00	69.00	28.00	58.00	56.00	38.00	32.00
FEX_0006221	7.00	23.00	24.00	16.00	19.00	26.00	11.00	10.00
FEX_0006222	579.63	133.32	492.00	203.22	706.85	375.55	392.34	202.49
FEX_0006223	68.62	58.10	47.16	11.85	270.67	63.93	90.40	72.21
FEX_0006224	814.38	802.90	601.84	450.15	1940.33	655.07	878.60	730.79
FEX_0006225	0.00	1.00	1.00	3.00	0.00	0.00	1.00	0.00
FEX_0006226	0.00	0.00	0.00	2.00	7.00	3.00	3.00	6.00
FEX_0006227	14.00	23.66	55.00	31.00	21.00	33.91	16.00	34.00
FEX_0006228	0.00	4.34	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006229	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00
FEX_0006230	5.00	6.00	7.00	5.00	1.00	7.00	2.00	4.00
FEX_0006231	8.00	6.00	12.00	6.99	9.00	22.00	8.00	4.06
FEX_0006232	1.35	1.69	0.00	4.78	1.15	4.55	0.00	0.00
FEX_0006233	551.90	370.23	235.90	183.38	1186.30	812.16	931.54	209.33
FEX_0006234	1326.00	1050.00	1440.00	795.00	740.03	1240.00	1365.05	130.02
FEX_0006235	0.00	1.00	0.00	0.00	0.00	0.00	3.00	0.00
FEX_0006236	1557.00	1783.00	1949.00	919.00	2172.00	1945.00	1701.00	493.00
FEX_0006237	2778.10	1922.77	1253.10	1525.62	3774.70	3319.84	3604.46	911.67
FEX_0006238	46.00	50.00	46.00	27.00	147.00	44.00	65.00	50.00
FEX_0006239	4071.00	3043.00	16168.00	1082.00	566.00	3477.00	3877.00	193.00
FEX_0006240	5.98	32.02	16.95	0.00	248.12	88.04	47.43	358.36
FEX_0006241	125.56	77.98	68.08	136.00	176.88	219.82	194.07	46.84
FEX_0006242	5.00	14.00	7.00	11.00	0.00	7.00	13.00	11.05
FEX_0006243	121.00	63.00	141.00	87.00	115.00	84.00	147.00	113.00
FEX_0006244	701.13	622.15	753.20	515.04	255.51	453.31	711.77	180.93
FEX_0006245	586.47	617.99	583.00	412.84	659.85	729.60	804.08	142.93
FEX_0006246	235.39	193.87	112.81	161.12	581.64	283.09	341.15	563.14
FEX_0006247	0.00	5.00	6.00	3.00	0.00	4.00	2.03	14.17
FEX_0006248	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00
FEX_0006249	15.18	27.32	57.88	52.60	4.54	11.92	18.71	3.09
FEX_0006250	5.00	8.26	10.34	8.00	1.00	10.02	11.01	3.68
FEX_0006251	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006252	1.00	0.00	2.00	0.00	0.00	0.00	3.00	1.00
FEX_0006253	8.00	13.09	23.01	8.05	6.00	7.00	11.00	6.00
FEX_0006254	2823.36	2205.55	4622.63	4440.51	1622.11	3016.09	4696.62	322.07
FEX_0006256	0.00	1.00	4.02	2.01	0.00	2.00	0.00	0.00
FEX_0006257	33.00	11.00	30.00	11.00	22.00	44.36	31.00	3.00
FEX_0006258	1.00	10.00	4.00	3.00	1.00	7.00	1.00	1.00
FEX_0006259	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006260	682.85	525.63	775.80	562.96	467.61	681.35	844.46	123.12
FEX_0006261	390.38	172.27	708.31	69.55	22.55	8.93	119.72	17.37
FEX_0006262	2951.89	2135.18	2906.22	2595.63	2055.36	2609.07	2850.77	571.19
FEX_0006263	34.75	46.59	18.69	11.91	206.58	42.44	75.20	98.31
FEX_0006264	0.00	7.00	1.00	0.00	1.00	1.00	34.00	0.00
FEX_0006265	200.00	68.00	89.00	82.00	276.00	357.00	145.00	139.00
FEX_0006266	0.00	3.00	7.00	3.00	0.00	1.00	1.00	1.00
FEX_0006267	586.00	334.00	601.00	379.00	370.00	451.00	369.00	58.00
FEX_0006268	3.00	3.00	10.00	8.10	3.00	2.99	11.05	7.00
FEX_0006269	829.48	383.78	745.62	372.02	587.33	461.43	595.47	79.04
FEX_0006270	1141.65	662.33	1241.54	1556.13	563.43	742.69	722.70	116.97
FEX_0006271	76.88	25.35	82.81	18.67	236.85	380.00	169.22	150.86
FEX_0006272	341.12	220.63	291.19	191.33	831.76	1080.10	375.78	468.14
FEX_0006273	0.00	0.00	0.00	2.99	0.00	0.00	0.00	0.00
FEX_0006274	2.00	2.00	6.00	0.00	3.00	1.00	2.00	0.00
FEX_0006275	0.00	0.00	0.00	2.00	1.00	0.00	1.24	1.00
FEX_0006276	10.59	20.76	22.13	17.43	4.35	6.25	2.43	1.10
FEX_0006277	2.83	14.59	15.40	2.81	1.09	19.11	26.57	14.00
FEX_0006278	1714.33	3232.90	1632.36	1970.64	2132.97	936.84	1209.05	76.45
FEX_0006279	300.18	301.70	258.77	348.78	543.32	710.49	653.19	1592.87
FEX_0006280	600.17	566.76	664.57	727.86	329.44	177.49	378.41	10.74
FEX_0006281	4.00	19.00	14.00	20.00	4.00	11.00	14.00	28.00
FEX_0006282	0.00	6.00	5.00	1.00	1.00	4.00	1.00	3.00
FEX_0006283	3.00	11.00	13.00	3.00	0.00	12.00	7.00	12.00
FEX_0006284	9.76	10.00	0.00	18.00	8.17	4.52	0.00	0.00
FEX_0006285	13.24	0.00	4.00	0.00	17.83	42.48	15.00	13.00
FEX_0006286	887.00	886.00	852.00	665.00	1224.00	1044.00	1076.00	864.00
FEX_0006287	1497.82	1273.92	1942.44	1818.64	1250.47	1085.56	1526.24	320.22
FEX_0006288	332.18	376.16	172.01	94.31	2279.78	588.34	599.76	634.91
FEX_0006289	34.60	10.69	14.00	0.00	15.24	6.67	15.69	2.00
FEX_0006290	35.40	28.31	23.00	24.00	46.76	24.33	46.31	31.00
FEX_0006291	307.00	280.00	329.00	244.00	1448.32	365.00	1085.00	349.31
FEX_0006292	2122.21	1859.21	2305.36	2691.76	1921.96	2234.28	2409.56	451.74
FEX_0006293	339.03	386.40	356.23	374.33	1275.38	536.19	530.55	582.33
FEX_0006294	0.00	0.00	0.00	3.00	62.00	27.00	9.00	148.00
