Gene	OQ1	OQ2	OQ3	OQ4	YQ1	YQ2	YQ3	YQ4
FEX_0010034	439.63	513.19	435.61	136.20	367.92	237.89	141.64	370.77
FEX_0010035	800.77	786.54	596.27	632.03	798.53	874.67	599.49	746.55
FEX_0010036	26.36	40.22	108.37	55.03	46.35	105.99	38.03	74.29
FEX_0010037	177.66	164.78	220.64	137.97	111.65	157.01	114.98	146.71
FEX_0010038	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0010039	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0010041	0.00	0.00	0.00	3.00	1.00	2.00	0.00	0.00
FEX_0010043	157.00	84.00	110.00	109.00	77.00	75.00	71.00	91.00
FEX_0010044	181.46	92.87	247.18	196.29	155.70	179.11	133.40	220.31
FEX_0010045	825.92	718.27	372.06	578.69	700.45	864.54	454.02	643.32
FEX_0010046	1424.62	756.58	498.16	674.95	973.86	719.51	579.80	478.68
FEX_0010047	614.86	376.61	497.81	451.89	754.95	976.26	631.99	756.14
FEX_0010048	78.77	60.89	16.44	59.03	0.00	4.58	47.79	0.00
FEX_0010049	0.00	25.66	238.16	112.46	156.69	212.73	75.90	212.93
FEX_0010050	32.00	5.00	105.42	11.00	28.00	46.00	33.00	46.00
FEX_0010051	36.44	45.01	89.07	41.82	109.00	129.24	31.58	82.11
FEX_0010052	2.14	0.00	1.00	2.00	1.00	2.00	0.00	1.00
FEX_0010053	15.00	5.00	10.00	5.00	2.00	6.00	14.00	12.00
FEX_0010054	21.00	3.00	48.00	9.00	8.00	1.00	6.00	5.00
FEX_0010055	358.56	183.99	142.93	244.18	215.00	208.76	116.42	230.89
FEX_0010056	187.76	44.26	101.26	151.07	106.24	132.28	96.00	163.14
FEX_0010057	71.45	29.75	66.86	69.93	47.78	118.75	60.00	116.89
FEX_0010058	1666.18	1469.93	1029.50	1415.48	1540.45	1491.70	1015.39	2158.36
FEX_0010059	506.62	357.40	508.61	586.19	503.67	687.05	363.05	783.69
FEX_0010060	6.00	10.00	89.00	14.00	21.00	79.00	27.00	49.00
FEX_0010061	2.00	0.00	9.00	4.00	1.00	1.00	1.00	3.00
FEX_0010062	250.84	177.16	129.62	225.49	197.34	222.61	146.59	222.08
FEX_0010063	44.56	100.13	73.40	57.75	113.21	98.11	36.21	100.23
FEX_0010064	1209.61	898.91	489.18	727.75	1175.45	1047.31	978.20	1063.70
FEX_0010065	171.12	245.67	356.93	300.99	323.08	418.53	221.49	342.06
FEX_0010066	1282.88	1250.33	1195.04	1434.01	1212.92	1402.47	1070.51	1202.53
FEX_0010067	2070.90	1668.67	1100.15	1404.51	2065.48	2067.93	1626.01	1941.43
FEX_0010068	1819.00	1431.00	1582.00	1586.00	1877.00	1930.00	1459.00	2414.00
FEX_0010069	7.98	4.02	2.03	2.00	0.00	0.00	0.00	2.01
FEX_0010070	16.02	8.98	0.97	10.00	10.00	5.00	4.00	7.99
FEX_0010071	0.00	6.00	3.00	5.00	1.00	3.00	2.00	8.00
FEX_0010072	2.00	2.00	1.00	2.00	1.00	3.00	5.00	3.00
FEX_0010074	37.89	18.34	24.57	17.16	42.44	20.35	51.85	26.83
FEX_0010075	35.11	47.66	43.43	42.84	1004.56	703.65	6054.15	531.17
FEX_0010076	9245.00	6310.00	3912.00	5253.00	5889.00	6547.00	4982.00	6931.00
FEX_0010077	119.14	151.54	172.41	156.57	121.01	193.40	135.30	140.16
FEX_0010078	10.86	6.65	50.86	37.71	1.99	84.50	20.70	30.84
FEX_0010079	12794.11	6703.44	2752.44	2765.67	4624.72	4043.97	2624.68	6269.10
FEX_0010080	1.00	1.00	1.00	3.00	0.00	0.00	0.00	1.00
FEX_0010081	83.89	123.56	281.56	167.33	64.28	219.03	57.32	223.90
FEX_0010082	396.00	309.00	429.00	288.00	332.00	500.00	194.00	318.00
FEX_0010083	289.12	194.48	153.64	187.60	122.36	98.78	123.72	122.73
FEX_0010084	268.20	513.38	588.47	717.85	481.84	1065.43	408.56	1024.78
FEX_0010085	1172.56	1400.72	1273.02	1082.33	944.56	1410.94	1076.91	1216.39
FEX_0010086	553.06	636.70	458.36	616.23	628.42	981.05	655.55	915.46
FEX_0010087	386.94	533.42	563.07	595.86	466.45	819.00	456.80	850.36
FEX_0010088	3322.75	5072.98	4465.48	5249.60	3436.02	7895.57	4382.82	7215.16
FEX_0010089	5.03	1.00	3.00	69.23	1.00	3.00	4.00	1.02
FEX_0010090	990.80	1068.36	1149.78	655.85	1647.48	1795.58	926.70	1343.70
FEX_0010091	3935.81	3478.90	1712.19	2110.12	4189.43	4044.44	2390.56	3245.55
FEX_0010092	2704.49	1444.09	699.47	1115.85	4131.08	2711.37	2040.98	2612.08
FEX_0010093	1038.51	662.91	366.53	549.15	1394.92	948.63	838.02	1039.92
FEX_0010094	22.00	30.00	15.00	4.00	28.53	42.00	14.00	47.00
FEX_0010095	591.09	545.38	531.53	502.24	611.86	877.98	716.41	683.25
FEX_0010096	5.79	26.58	57.42	10.11	28.44	49.00	33.49	94.00
FEX_0010097	64.23	57.58	17.03	100.65	39.05	163.27	44.52	0.00
FEX_0010098	67.91	58.62	134.47	44.76	126.14	131.02	57.59	129.75
FEX_0010099	88.30	14.24	65.33	30.64	52.52	13.34	58.64	103.19
FEX_0010100	307.68	304.59	314.23	285.60	264.99	455.39	289.36	358.81
FEX_0010101	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
FEX_0010102	75.23	94.89	348.69	157.28	271.63	486.50	201.62	220.04
FEX_0010103	2169.25	4129.07	18370.56	6120.11	2499.32	15629.15	3223.30	9591.07
FEX_0010104	169.52	107.04	219.75	295.61	321.06	436.35	274.08	348.90
FEX_0010105	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.03
FEX_0010106	0.00	0.00	0.00	3.81	3.00	0.00	0.00	1.11
FEX_0010107	36.17	35.23	49.46	42.55	15.23	5.62	17.55	19.05
FEX_0010109	2.01	5.04	0.00	0.56	2.07	6.00	0.00	8.26
FEX_0010110	21.86	5.00	17.62	13.10	4.00	4.94	3.00	7.00
FEX_0010111	0.00	2.00	2.04	2.05	0.00	0.00	4.11	1.03
FEX_0010113	8.00	3.00	2.00	4.00	3.00	4.00	5.00	4.00
FEX_0010114	5.00	5.00	4.00	3.00	2.00	3.00	1.00	11.00
FEX_0010115	9.00	1.00	6.03	12.28	2.00	3.02	0.00	6.02
FEX_0010116	0.00	0.00	4.00	6.53	1.00	1.00	1.00	2.00
FEX_0010117	44.82	29.18	42.90	49.11	10.00	18.73	19.04	23.99
FEX_0010118	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
FEX_0010119	2391.65	1479.98	733.55	900.19	2281.76	1555.78	1588.26	2227.29
FEX_0010120	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
FEX_0010121	1325.35	1204.02	920.45	1216.81	1366.24	2276.22	1062.74	2255.71
FEX_0010122	7.00	3.00	28.00	5.00	4.00	2.00	4.00	6.00
FEX_0010123	0.00	0.00	0.00	0.00	0.00	0.00	1.11	0.00
FEX_0010124	0.00	1.00	9.00	5.00	0.00	1.00	3.00	1.00
FEX_0010125	4.00	0.00	2.00	0.00	2.00	0.00	3.00	0.00
FEX_0010126	917.80	1428.86	977.80	1546.21	805.06	1262.52	1657.81	1462.02
FEX_0010127	185.20	244.14	332.20	338.79	143.94	415.48	293.19	440.98
FEX_0010128	8.00	0.00	1.00	3.00	0.00	0.00	3.00	0.00
FEX_0010129	674.82	721.39	394.29	364.13	250.23	443.40	257.57	333.90
FEX_0010130	9.04	7.00	13.00	7.00	5.00	19.00	9.07	12.00
FEX_0010131	1390.00	965.00	591.00	1143.00	1184.00	1104.00	948.00	1423.00
FEX_0010132	4.00	3.00	39.00	27.00	5.00	13.00	0.00	10.00
FEX_0010133	991.41	743.24	597.44	712.03	746.29	655.12	829.00	896.53
FEX_0010134	152.14	389.65	181.71	85.87	490.77	349.60	465.36	395.10
FEX_0010135	17.24	266.00	287.08	50.79	185.35	211.95	250.24	345.60
FEX_0010136	0.00	0.00	0.00	30.01	0.00	0.00	0.00	0.00
FEX_0010137	937.00	1255.14	1598.00	1384.37	1454.00	1852.54	1459.00	2214.46
FEX_0010138	232.63	247.89	654.90	382.00	236.00	457.97	191.00	321.00
FEX_0010139	111.00	135.86	352.00	62.63	117.00	282.46	91.89	158.54
FEX_0010140	0.00	0.00	1.00	0.00	209.00	7.00	836.00	13.00
FEX_0010141	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
FEX_0010142	235.00	275.00	254.00	328.00	380.00	501.00	288.00	371.00
FEX_0010143	13.00	7.74	20.98	8.11	10.42	15.31	30.39	164.91
FEX_0010144	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0010145	0.00	0.00	0.75	2.00	1.00	0.00	1.00	0.00
FEX_0010146	0.00	1.00	0.00	1.00	0.00	0.00	0.00	2.01
FEX_0010148	0.00	0.00	0.00	4.03	2.00	0.00	1.00	2.00
FEX_0010149	8.00	0.00	0.00	9.00	3.00	1.00	1.00	4.00
FEX_0010150	1.00	0.00	4.00	5.00	1.66	1.00	0.00	0.00
FEX_0010151	4.25	7.88	0.00	13.77	1.00	0.00	3.00	2.82
FEX_0010152	4.16	11.32	10.13	7.34	1.00	4.01	2.00	6.96
FEX_0010153	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0010154	2.00	0.00	4.00	0.00	6.00	1.00	0.00	7.00
FEX_0010156	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
FEX_0010157	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0010158	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
FEX_0010159	7.34	2.00	0.00	4.12	0.00	4.00	0.00	2.00
FEX_0010160	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
FEX_0010161	1.00	0.00	2.74	0.00	3.00	0.00	0.00	0.00
FEX_0010162	1392.67	826.91	537.05	849.60	814.03	797.05	623.03	852.97
FEX_0010163	3.02	2.00	0.00	1.00	8.00	2.00	0.00	0.00
FEX_0010164	368.98	291.00	203.00	236.00	396.00	306.00	360.00	390.00
FEX_0010165	228.43	280.06	274.57	275.62	248.39	375.62	260.80	322.06
FEX_0010166	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
FEX_0010167	47.00	38.00	104.00	49.87	34.00	78.00	41.00	62.00
FEX_0010168	0.00	0.00	0.00	1.13	0.00	0.00	0.00	0.00
FEX_0010169	10.00	16.00	18.00	5.00	3.00	13.88	7.00	10.00
FEX_0010170	9.00	0.00	4.00	5.00	4.00	1.12	6.00	7.00
FEX_0010171	6.00	9.00	5.00	5.00	1.00	0.00	7.00	4.00
FEX_0010172	12.00	19.00	47.00	36.00	11.00	18.00	10.00	13.00
FEX_0010173	177.91	219.60	261.52	247.19	598.12	927.25	649.37	637.40
FEX_0010174	3106.80	2602.32	1856.13	2286.80	2768.16	2994.49	3148.10	3068.50
FEX_0010175	2193.89	1847.95	1165.39	1708.93	1243.25	1585.50	1026.64	1554.17
FEX_0010176	180.00	146.53	133.41	214.06	225.69	194.02	249.50	197.46
FEX_0010177	180.00	135.47	354.59	273.94	169.31	415.98	274.50	350.00
FEX_0010178	1.00	0.00	7.00	20.00	0.00	1.00	0.00	5.00
FEX_0010179	661.00	478.00	661.00	440.00	441.00	639.00	364.00	538.00
FEX_0010180	29.01	4.01	24.25	21.20	2.01	1.00	9.01	14.55
FEX_0010181	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0010182	25.00	15.27	31.01	40.54	7.00	4.00	7.02	27.00
FEX_0010183	11.00	5.00	22.00	9.00	4.00	3.00	2.00	9.00
FEX_0010184	156.39	0.00	0.00	25.42	0.00	0.00	15.63	5.24
FEX_0010185	0.00	163.56	173.89	149.46	103.25	103.64	53.16	92.62
FEX_0010186	55.00	18.00	32.00	83.00	8.00	17.00	17.05	12.01
FEX_0010187	40.00	11.00	59.00	66.00	3.00	25.00	23.00	27.00
FEX_0010188	245.17	183.42	213.22	133.05	114.30	119.48	95.13	91.67
FEX_0010189	384.00	398.00	235.00	401.00	258.00	312.00	314.00	336.00
FEX_0010190	38.00	7.00	48.00	45.00	41.00	28.00	13.00	35.00
FEX_0010191	507.50	438.53	1003.23	379.33	681.30	591.90	551.06	486.27
FEX_0010192	1314.00	1393.00	738.00	979.00	1089.00	1632.00	1001.00	1521.00
FEX_0010193	1495.63	1269.01	697.29	1140.88	2612.31	2028.46	1275.49	2056.56
FEX_0010194	273.49	404.05	4.66	346.69	203.46	157.46	0.00	488.67
FEX_0010195	1394.88	914.51	833.30	480.43	494.22	653.90	1670.16	589.77
FEX_0010196	34.00	17.00	44.00	16.85	14.05	17.00	11.00	26.77
FEX_0010197	484.33	339.52	235.70	232.40	285.92	327.13	235.32	267.03
FEX_0010198	12.00	10.00	50.00	14.00	23.00	30.00	8.00	14.00
FEX_0010199	13.00	3.16	4.37	8.18	2.00	0.00	0.00	0.00
FEX_0010200	4.05	61.32	11.96	60.50	0.00	7.29	9.78	39.77
FEX_0010201	11.00	4.65	4.18	6.00	0.00	2.00	0.00	1.00
FEX_0010202	3.00	7.00	4.00	6.00	7.00	5.00	9.00	11.00
FEX_0010203	27.42	6.91	22.02	18.13	3.96	7.00	3.00	12.07
FEX_0010204	0.00	2.00	0.00	2.82	0.00	0.00	1.01	2.23
FEX_0010205	1.00	0.00	2.00	1.00	0.00	1.00	0.00	0.00
FEX_0010206	98.89	56.34	95.99	174.48	41.07	47.35	76.85	50.15
FEX_0010207	268.43	400.47	751.64	432.06	257.51	434.09	984.61	319.31
FEX_0010208	706.11	495.15	338.31	566.45	557.42	564.55	580.53	528.54
FEX_0010209	788.33	970.96	462.00	753.86	1851.02	2525.01	1171.42	1649.64
FEX_0010210	31221.91	1947.81	1802.40	1968.36	14996.25	38244.94	16226.14	32457.72
FEX_0010212	65.00	41.00	45.00	46.00	54.00	79.00	72.00	178.00
FEX_0010213	297.00	266.00	614.00	466.00	409.00	493.00	460.00	479.00
FEX_0010214	45.74	10.42	16.56	36.64	14.06	13.90	15.82	18.96
FEX_0010215	0.00	0.00	315.93	23.17	0.00	0.00	0.00	0.09
FEX_0010216	318.96	495.61	469.45	631.41	440.94	645.14	474.04	766.71
FEX_0010217	82.39	36.33	66.86	64.06	34.00	30.81	19.46	47.36
FEX_0010218	15.09	10.08	16.03	22.00	5.02	9.52	5.00	12.80
FEX_0010219	5.00	2.00	1.00	0.00	1.00	0.00	0.00	4.00
FEX_0010220	112.00	58.00	81.00	115.00	48.00	81.00	21.00	46.00
FEX_0010221	1.00	0.00	4.17	4.27	3.00	0.00	4.00	0.00
FEX_0010222	0.00	39.72	0.00	13.83	21.54	48.46	8.43	20.55
FEX_0010223	39.82	12.09	8.61	6.54	1.15	0.00	0.00	20.09
FEX_0010224	25.60	14.22	112.44	58.60	48.49	82.58	17.75	41.81
FEX_0010225	11.00	8.00	11.00	21.00	4.00	4.00	7.00	6.00
FEX_0010226	6.10	2.00	8.00	18.00	3.00	6.23	3.00	3.00
FEX_0010227	27.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0010228	17.00	13.06	15.00	12.00	491.08	503.65	906.22	297.98
FEX_0010229	209.16	229.75	229.57	375.09	1224.88	1493.64	2081.76	787.50
FEX_0010230	5.00	1.00	18.00	9.00	6.00	4.00	4.00	6.00
FEX_0010231	270.65	316.27	760.07	351.71	363.91	482.13	287.97	572.07
FEX_0010232	18.00	10.00	13.00	19.00	6.00	9.00	10.00	19.00
FEX_0010233	35.00	16.00	21.00	23.00	16.00	12.00	26.00	8.00
FEX_0010234	16.00	7.00	12.00	29.00	11.00	5.00	6.00	13.00
FEX_0010235	53.00	26.00	39.00	15.00	25.00	24.00	15.00	16.00
FEX_0010236	85.28	16.73	30.93	67.40	2.09	88.73	3.22	55.02
FEX_0010237	4134.72	1728.19	1041.12	2806.84	2485.79	2271.75	2618.95	3315.19
FEX_0010238	185.76	116.71	85.33	146.26	640.96	470.91	214.64	149.41
FEX_0010239	7.00	8.07	10.00	21.21	3.04	8.00	12.00	75.66
FEX_0010240	1.00	2.00	0.00	1.00	0.00	1.00	8.00	35.00
FEX_0010241	8.00	8.00	4.00	7.00	6.00	4.00	0.00	3.00
FEX_0010242	17.94	6.95	25.26	13.00	5.61	7.73	6.40	30.92
FEX_0010243	1.00	0.00	4.00	1.00	0.00	0.00	1.00	1.00
FEX_0010244	0.00	1.55	6.48	2.00	0.00	0.00	3.00	5.42
FEX_0010246	16.84	24.99	13.41	17.86	10.83	10.85	13.00	17.09
FEX_0010247	1.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00
FEX_0010249	1.35	0.00	4.00	0.00	0.00	0.00	0.00	0.00
FEX_0010250	3.00	0.00	0.00	4.00	1.00	0.00	1.00	4.00
FEX_0010251	19.23	12.01	8.07	16.95	4.99	0.00	0.00	4.03
FEX_0010252	1.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0010253	0.00	0.00	0.00	3.64	1.03	0.00	1.32	4.65
FEX_0010256	0.00	0.00	6.00	0.00	0.00	1.00	0.00	2.00
FEX_0010257	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0010258	11.00	2.00	2.00	4.00	1.00	1.00	1.00	1.00
FEX_0010259	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0010260	0.00	0.00	1.00	6.00	0.00	0.00	0.00	0.00
FEX_0010261	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
FEX_0010262	2.00	1.00	10.00	2.00	2.00	0.00	0.00	7.00
FEX_0010263	9.90	2.00	6.49	6.00	2.05	5.73	10.81	64.01
FEX_0010264	19.42	16.30	7.46	11.25	10.01	3.31	8.94	6.39
FEX_0010266	50.00	24.00	30.00	51.00	15.93	22.00	8.00	17.53
FEX_0010269	107.78	54.88	43.34	76.16	32.26	25.83	29.22	30.08
FEX_0010270	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0010271	3.42	14.08	5.51	9.18	11.93	8.36	0.00	7.96
FEX_0010272	4.00	0.00	2.00	0.00	1.00	0.00	1.00	1.00
FEX_0010273	8.00	3.00	3.00	2.00	3.00	0.00	2.00	3.00
FEX_0010274	51.84	23.72	32.35	52.78	14.76	16.51	15.59	29.64
FEX_0010275	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
FEX_0010276	3.34	0.00	3.80	0.00	5.75	0.00	1.00	0.00
FEX_0010277	1.01	2.19	6.24	4.07	0.00	0.00	1.01	0.00
FEX_0010279	0.00	1.00	0.00	1.00	1.00	1.00	0.00	1.00
FEX_0010280	3.63	20.18	3.15	8.61	1.01	1.01	2.06	10.45
FEX_0010281	26.86	9.15	21.72	16.00	3.38	10.48	6.27	11.35
FEX_0010282	40.75	15.99	106.74	72.92	19.58	24.87	31.77	76.04
FEX_0010283	0.00	1.00	0.00	0.00	2.00	1.00	0.00	1.00
FEX_0010284	0.00	0.00	1.00	2.00	0.00	0.00	0.00	0.00
FEX_0010285	1.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00
FEX_0010286	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0010287	3.24	1.00	2.00	2.04	3.21	0.00	1.00	2.72
FEX_0010288	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0010289	12.00	0.00	7.00	10.00	5.00	0.00	1.00	4.00
FEX_0010290	8.00	5.00	1.00	0.00	2.00	3.96	0.00	2.03
FEX_0010291	113.12	146.21	109.08	129.80	104.94	1244.81	116.80	133.58
FEX_0010292	1666.88	1317.79	1825.92	1348.20	2609.08	2373.19	1577.20	2657.42
FEX_0010293	48.95	30.70	6.52	141.41	56.78	43.96	58.50	61.58
FEX_0010294	269.72	123.35	100.43	197.78	52.35	119.23	84.45	100.65
FEX_0010295	592.43	305.21	298.60	391.58	281.20	265.39	249.23	316.76
FEX_0010296	562.61	304.98	187.25	176.31	742.03	346.84	1032.94	256.58
FEX_0010297	2184.57	1236.76	1178.69	1159.56	1431.91	1506.31	905.02	1065.72
FEX_0010298	2.00	11.00	18.00	11.00	75.00	53.00	40.00	28.00
FEX_0010299	1995.39	1382.35	1011.62	1544.58	794.88	848.25	1148.43	1200.87
FEX_0010300	255.67	208.48	506.61	135.08	228.07	352.22	186.89	332.56
FEX_0010301	700.66	486.63	305.79	440.01	417.60	399.28	141.49	473.67
FEX_0010302	1529.68	827.89	840.61	1150.92	860.33	1076.50	955.62	1054.76
FEX_0010303	72.72	113.68	48.86	36.08	289.98	175.31	248.87	151.52
FEX_0010304	467.00	361.00	151.00	292.00	534.00	492.80	317.00	374.83
FEX_0010305	399.00	254.00	177.00	197.00	276.00	323.00	272.00	252.00
FEX_0010306	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0010307	0.00	0.00	6.00	0.00	0.00	0.04	0.00	0.00
FEX_0010308	1.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0010309	18.09	7.24	18.21	19.28	6.33	2.03	5.18	6.51
FEX_0010310	56.90	18.85	98.19	64.71	26.90	24.02	19.45	49.34
FEX_0010311	16.30	10.61	6.81	14.48	3.21	7.64	5.35	0.00
FEX_0010312	0.00	2.00	0.00	0.00	1.00	1.00	0.00	0.00
FEX_0010313	1.00	41.00	0.00	146.00	61.00	116.00	21.00	0.00
FEX_0010314	0.00	2.00	3.00	0.00	1.00	0.00	0.00	1.00
FEX_0010316	1.09	4.72	2.85	5.43	1.00	1.00	1.00	6.86
FEX_0010317	1.26	0.00	0.00	2.32	0.00	0.00	0.00	0.00
FEX_0010319	0.00	0.93	1.99	0.00	2.00	1.00	6.22	2.00
FEX_0010320	0.99	0.00	3.01	0.00	0.00	0.00	0.00	1.02
FEX_0010321	6.00	5.00	18.00	15.00	2.00	8.00	1.00	1.03
FEX_0010323	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0010324	11.00	1.00	8.52	13.98	8.10	3.00	5.92	5.01
FEX_0010325	0.00	0.00	1.00	1.00	0.00	1.00	1.00	0.00
FEX_0010326	2.06	6.36	4.96	5.00	2.00	0.00	2.00	0.00
FEX_0010327	6.02	1.00	16.37	4.86	1.00	4.00	5.04	7.45
FEX_0010328	2.00	1.00	3.00	2.00	2.01	1.00	0.00	2.00
FEX_0010329	94.00	156.00	107.00	89.00	77.00	84.00	97.00	114.00
FEX_0010330	0.00	0.00	2.00	0.00	1.00	0.00	0.00	3.00
FEX_0010331	6.00	0.00	10.00	2.00	2.00	2.00	0.00	6.00
FEX_0010332	16.63	5.78	23.00	16.48	15.68	5.70	7.05	8.70
FEX_0010333	0.00	2.00	5.00	1.00	0.00	2.00	3.00	1.00
FEX_0010334	37.94	24.64	23.04	15.00	15.00	9.00	4.00	11.00
FEX_0010335	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0010336	3.00	1.00	1.01	5.00	1.00	1.00	1.00	0.00
FEX_0010337	3.00	1.00	0.00	20.00	1.00	0.00	0.00	2.00
FEX_0010338	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0010340	26.61	5.02	11.42	19.80	8.73	13.93	11.02	11.90
FEX_0010341	0.00	0.00	4.00	0.00	0.00	1.00	0.00	3.00
FEX_0010342	1.00	0.00	1.20	1.00	0.00	0.00	0.00	0.00
FEX_0010343	11.39	4.43	17.10	16.92	6.15	3.00	3.00	15.47
FEX_0010344	9.00	2.00	2.03	2.00	0.00	0.97	1.04	3.01
FEX_0010345	2.00	0.00	0.00	4.00	0.00	0.00	0.00	2.00
FEX_0010346	7.55	5.00	10.04	12.63	7.00	1.00	1.20	3.81
FEX_0010347	0.00	0.00	3.32	0.00	0.00	0.00	0.00	0.00
FEX_0010348	0.00	3.12	3.00	4.11	1.73	1.00	0.00	2.00
FEX_0010349	0.00	1.00	1.00	0.00	2.00	0.00	0.00	0.00
FEX_0010350	464.95	468.00	1151.23	934.69	691.54	1757.91	825.99	2035.53
FEX_0010351	81.75	117.82	347.89	225.86	346.98	573.97	604.95	806.97
FEX_0010352	228.58	227.96	499.39	239.50	365.32	500.89	393.80	379.67
FEX_0010353	3.00	9.00	11.00	0.00	187.00	12.00	457.00	9.00
FEX_0010354	3.00	0.00	0.00	5.00	0.00	2.00	0.00	1.00
FEX_0010355	14.25	14.18	11.11	21.14	4.02	3.03	6.05	9.03
FEX_0010356	860.42	1048.04	777.07	1198.37	591.68	1069.11	672.52	1316.37
FEX_0010357	14.00	9.00	4.28	24.00	199.04	90.00	630.00	187.00
FEX_0010358	520.68	315.88	445.87	317.00	52.47	252.95	332.71	191.21
FEX_0010359	278.32	238.12	320.13	433.00	282.53	410.05	250.29	402.79
FEX_0010360	0.00	47.40	77.47	19.38	14.25	47.54	19.42	27.72
FEX_0010361	82.00	98.60	2288.53	537.62	73.79	118.46	320.58	36.28
FEX_0010362	1.00	2.36	4.66	3.58	6.96	3.59	4.90	0.00
FEX_0010363	0.00	5.64	14.26	0.42	13.04	16.41	7.10	9.00
FEX_0010364	2.09	5.96	1.06	0.00	5.26	2.00	5.23	1.16
FEX_0010365	39.48	26.32	34.51	22.06	18.04	8.00	7.06	19.23
FEX_0010366	38.94	10.36	20.36	11.74	10.88	9.04	3.00	11.95
FEX_0010367	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0010368	0.00	0.00	2.00	2.00	0.00	0.00	1.00	0.00
FEX_0010369	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0010370	0.00	0.00	1.01	0.00	0.00	0.00	0.00	1.01
FEX_0010371	1.00	1.00	2.04	3.00	0.00	2.00	2.31	3.00
FEX_0010372	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0010373	677.43	221.39	667.89	981.95	277.06	310.76	206.32	442.33
FEX_0010374	0.00	0.00	2.00	3.27	0.00	1.00	2.68	4.00
FEX_0010375	16.61	23.30	32.31	18.23	16.13	23.23	8.21	18.54
FEX_0010376	69.00	134.21	99.00	101.21	92.01	143.11	124.00	102.08
FEX_0010377	80.00	146.00	592.00	464.00	164.00	164.00	233.00	129.00
FEX_0010378	31.34	42.84	56.60	12.20	155.25	173.39	49.93	45.44
FEX_0010379	250.00	328.00	216.00	290.00	191.00	365.00	213.00	360.00
FEX_0010380	845.04	521.33	392.00	385.39	527.04	410.15	622.01	751.23
FEX_0010381	1654.00	1438.00	1786.00	1275.00	1252.00	1225.00	909.00	1205.00
FEX_0010382	2007.68	1398.90	1483.91	1209.43	2110.21	2076.77	1707.05	1736.72
FEX_0010383	118.53	58.92	227.96	132.56	123.54	158.82	114.89	179.52
FEX_0010384	345.66	273.58	196.40	243.80	375.75	307.61	239.07	257.56
FEX_0010385	177.85	106.80	265.22	78.16	186.81	161.42	68.06	140.69
FEX_0010386	91.00	172.00	638.00	312.00	227.00	159.00	166.00	142.00
FEX_0010387	54.00	46.80	177.00	104.00	57.00	203.00	193.00	259.00
FEX_0010388	0.00	1.20	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0010389	988.00	854.00	622.00	930.00	1067.00	1169.00	448.00	1158.00
FEX_0010390	2128.00	3984.00	1758.00	268.00	10985.00	14406.00	1481.00	13903.00
FEX_0010391	775.27	839.49	628.00	1251.24	507.58	944.92	641.91	1250.87
FEX_0010392	392.61	332.01	329.03	640.64	246.58	447.98	350.94	682.97
FEX_0010393	6666.22	3482.10	2099.47	2042.00	8506.11	8559.95	1951.61	5086.10
FEX_0010394	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0010395	27.28	29.32	34.25	6.67	34.85	45.50	9.05	17.84
