Gene	YQ1	YQ2	YQ3	YQ4	YW2	YW3	YW4	YW5
FEX_0009743	0.00	0.00	3.95	3.05	0.00	4.95	0.00	0.00
FEX_0009744	7.00	2.00	5.00	8.00	15.00	11.00	9.00	5.00
FEX_0009745	0.78	0.00	2.13	1.95	1.33	0.85	0.00	0.74
FEX_0009746	5.06	1.00	2.87	3.62	0.67	4.55	1.22	1.71
FEX_0009747	0.00	0.00	0.00	2.00	0.00	2.00	0.00	0.00
FEX_0009748	2.00	1.00	0.00	1.55	0.00	2.00	0.00	6.00
FEX_0009749	0.00	0.00	0.00	1.00	0.00	1.15	0.00	1.00
FEX_0009750	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009751	0.00	1.00	0.00	2.00	2.00	2.68	3.52	1.00
FEX_0009752	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
FEX_0009753	0.00	3.53	0.00	2.10	2.14	2.21	0.00	0.00
FEX_0009754	17.49	16.17	10.44	28.07	13.86	26.26	31.45	15.50
FEX_0009755	4.01	9.87	7.24	13.51	16.55	4.02	7.43	2.05
FEX_0009756	535.00	680.00	222.00	803.00	980.00	234.00	514.00	195.00
FEX_0009757	25.54	10.00	6.03	11.48	10.68	12.18	16.08	5.00
FEX_0009758	2.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00
FEX_0009759	2.00	0.00	2.00	3.00	2.00	0.00	0.00	1.00
FEX_0009760	25.00	28.00	7.00	80.33	160.49	30.74	193.45	94.00
FEX_0009761	4.02	0.00	4.00	7.00	4.00	3.00	0.00	3.00
FEX_0009762	2.00	2.09	3.00	4.90	2.00	3.00	2.03	6.66
FEX_0009763	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00
FEX_0009765	284.02	259.00	243.00	385.02	357.00	276.00	382.03	93.04
FEX_0009766	150.00	318.40	184.00	199.04	216.00	211.00	61.00	127.00
FEX_0009767	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
FEX_0009768	0.00	0.00	0.00	0.00	0.00	1.00	2.00	0.00
FEX_0009769	5.02	3.74	13.56	11.30	3.00	13.20	8.94	10.51
FEX_0009770	0.00	0.27	1.44	1.85	0.00	6.02	3.34	0.08
FEX_0009771	35.00	21.57	17.00	30.00	4.00	33.00	37.92	11.37
FEX_0009772	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009773	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009774	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009775	0.00	1.00	1.00	0.00	0.00	1.00	2.00	0.00
FEX_0009776	1.00	3.00	1.00	1.00	0.00	1.00	1.00	1.00
FEX_0009778	0.00	4.00	6.00	5.00	0.00	7.00	0.00	1.00
FEX_0009779	3.00	2.00	0.00	5.12	2.00	6.01	4.00	1.00
FEX_0009780	1627.33	1574.77	1534.00	1360.00	1263.85	1902.00	2006.00	337.64
FEX_0009781	140.88	120.22	115.00	180.43	185.76	184.02	178.51	30.00
FEX_0009782	1.24	13.78	0.00	2.57	10.24	7.98	5.49	0.00
FEX_0009783	17.87	16.56	12.83	29.00	30.00	12.79	22.00	12.00
FEX_0009784	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009785	3.00	4.00	1.00	20.00	0.00	18.00	5.00	5.00
FEX_0009786	3.00	5.00	4.62	0.00	0.00	0.00	7.04	7.00
FEX_0009788	6.00	6.00	5.00	11.00	0.00	6.00	11.00	19.00
FEX_0009789	0.00	0.00	2.38	12.01	1.01	8.05	0.00	0.00
FEX_0009790	3.00	3.00	5.00	6.00	0.00	8.19	7.00	1.00
FEX_0009792	0.00	1.00	2.00	6.00	0.00	2.00	1.00	10.00
FEX_0009793	1.13	7.44	0.17	0.00	0.00	4.03	0.00	0.00
FEX_0009794	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
FEX_0009796	2.00	4.00	3.00	1.00	0.00	0.00	2.00	5.00
FEX_0009797	97.54	174.01	53.32	73.37	234.30	241.66	179.50	381.36
FEX_0009798	47.46	174.99	46.68	105.63	284.70	103.34	130.51	298.60
FEX_0009799	19.00	12.00	8.00	7.00	12.00	18.00	12.00	19.00
FEX_0009800	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009801	3.72	7.43	7.43	3.72	0.00	3.73	7.44	3.71
FEX_0009802	2.28	2.57	9.57	15.28	4.00	9.27	23.56	7.29
FEX_0009803	23.70	61.37	20.01	41.01	135.78	18.92	11.34	128.15
FEX_0009804	6.00	9.00	8.00	7.00	23.00	18.00	10.00	22.00
FEX_0009805	20.00	27.00	10.00	27.00	32.00	48.00	28.00	37.00
FEX_0009806	6.00	13.00	1.00	3.00	2.00	7.00	3.00	14.00
FEX_0009807	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009808	14.00	7.07	5.00	8.11	13.00	11.00	13.00	5.00
FEX_0009809	17.28	64.53	19.26	23.66	61.25	82.21	88.08	60.18
FEX_0009810	514.97	615.02	544.83	485.06	559.82	558.11	916.04	162.45
FEX_0009811	95.00	52.00	82.00	83.00	75.00	246.00	136.00	40.00
FEX_0009812	865.67	767.44	691.30	1132.04	1078.59	873.23	638.06	883.67
FEX_0009813	126.33	535.56	137.70	325.96	413.41	543.77	253.94	97.33
FEX_0009814	242.00	349.86	183.00	351.99	531.96	640.97	688.97	570.00
FEX_0009815	6.00	5.00	6.00	10.00	16.00	13.00	5.00	9.00
FEX_0009816	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009817	207.11	302.00	207.00	288.15	455.00	343.00	278.08	209.72
FEX_0009818	108.03	133.27	67.15	97.94	311.34	125.52	110.69	308.96
FEX_0009819	3.00	4.00	3.00	4.00	2.00	10.00	6.00	9.00
FEX_0009820	0.00	2.00	2.00	16.00	3.00	6.00	21.00	1.00
FEX_0009821	9.00	10.00	4.00	9.00	4.00	7.00	8.00	8.00
FEX_0009822	3.00	9.00	7.00	29.00	17.00	22.00	10.00	21.00
FEX_0009823	187.97	179.73	156.85	139.06	290.66	455.48	147.31	103.04
FEX_0009824	1.01	3.08	8.18	6.12	14.26	15.55	21.53	15.37
FEX_0009825	1.00	10.00	1.00	2.00	0.00	12.00	4.00	0.00
FEX_0009826	7.00	7.93	0.00	56.78	12.61	72.68	60.52	14.02
FEX_0009827	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009828	65.24	124.74	44.67	57.90	0.00	234.04	166.76	41.41
FEX_0009829	4695.88	4148.23	2800.37	7405.72	2621.29	2982.30	3378.80	707.37
FEX_0009830	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009831	205.98	314.55	182.96	242.64	410.77	252.91	290.54	294.81
FEX_0009832	94.73	115.87	125.90	540.18	1027.84	142.19	148.20	296.64
FEX_0009833	10.27	9.20	13.10	10.52	13.06	16.13	13.43	22.35
FEX_0009834	587.00	750.02	477.00	795.97	1713.01	937.82	1058.00	1021.99
FEX_0009835	5426.43	6088.87	1877.60	5789.54	2775.16	3037.87	2378.78	3253.04
FEX_0009836	1077.67	1202.45	2377.94	1530.65	2022.94	1183.73	1185.78	2317.18
FEX_0009837	475.97	397.08	491.78	454.14	395.59	670.09	1201.41	68.71
FEX_0009838	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009839	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009840	11.68	17.09	6.32	15.35	13.88	17.73	29.83	24.17
FEX_0009842	0.00	0.00	2.16	0.00	1.00	0.00	0.00	2.00
FEX_0009843	5.00	7.00	2.00	6.00	6.06	16.32	6.00	10.00
FEX_0009844	44.26	41.51	27.66	27.32	63.68	122.10	103.85	39.43
FEX_0009845	837.00	1338.10	1003.99	1408.80	2070.95	1235.48	1266.80	577.98
FEX_0009846	222.07	252.85	198.98	165.00	231.16	229.17	323.07	74.49
FEX_0009847	5293.67	3610.77	2339.50	5055.32	1624.98	2835.50	1754.14	238.78
FEX_0009848	1984.60	1670.19	993.55	1508.28	1250.81	1085.44	584.48	116.00
FEX_0009849	4.76	3.78	0.00	0.69	2.00	1.33	0.00	0.00
FEX_0009850	4.00	16.93	8.00	13.66	13.00	28.17	10.92	6.00
FEX_0009851	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009852	8.00	1.00	0.00	0.00	1.00	3.43	1.22	0.00
FEX_0009853	487.00	345.00	261.00	396.00	400.00	478.00	260.00	260.00
FEX_0009855	604.12	901.39	394.50	590.67	1206.86	684.20	738.80	1083.52
FEX_0009856	187.00	250.20	312.11	364.27	589.05	383.72	494.46	58.48
FEX_0009857	60.10	87.96	102.70	122.00	137.60	150.18	242.04	33.41
FEX_0009858	1.00	2.00	0.00	0.00	0.00	2.00	2.00	1.00
FEX_0009859	5.00	3.02	7.00	5.31	9.01	3.00	7.27	0.00
FEX_0009860	116.00	80.00	69.00	74.00	25.09	68.00	45.00	22.00
FEX_0009861	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
FEX_0009862	12.01	3.01	11.00	23.60	13.00	17.02	4.00	5.00
FEX_0009863	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009864	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00
FEX_0009865	988.31	1815.00	909.85	1699.57	1856.16	3224.40	3350.31	1039.40
FEX_0009866	26.70	21.00	19.15	0.00	81.84	15.60	46.66	3.65
FEX_0009867	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
FEX_0009868	9.55	32.99	9.00	24.83	24.61	24.13	15.94	0.00
FEX_0009869	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009870	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009871	0.00	0.00	0.00	3.00	0.00	0.00	5.00	1.00
FEX_0009872	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009873	0.00	0.00	3.00	9.95	1.01	0.00	0.00	2.02
FEX_0009874	2.00	0.00	3.00	3.00	0.00	6.00	2.11	2.00
FEX_0009875	2.00	2.91	2.00	3.00	0.00	0.00	3.00	0.00
FEX_0009876	1569.73	1994.59	1790.80	1995.40	2351.08	2530.38	2464.45	599.80
FEX_0009877	386.27	425.82	233.20	406.60	419.92	413.02	622.56	88.95
FEX_0009878	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
FEX_0009879	543.96	759.89	336.95	620.19	1029.14	443.54	445.98	277.93
FEX_0009880	1.00	4.03	3.00	3.53	0.00	0.00	2.00	0.00
FEX_0009881	187.00	339.00	282.00	426.00	807.00	401.00	394.00	219.00
FEX_0009882	0.00	1.00	1.35	0.00	0.00	1.25	0.00	0.00
FEX_0009883	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
FEX_0009884	10.09	15.08	7.90	10.83	12.02	14.06	18.64	9.76
FEX_0009885	1.00	1.00	1.05	4.76	1.00	3.01	1.00	2.00
FEX_0009886	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
FEX_0009887	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0009888	1.00	2.00	5.00	7.00	0.00	6.13	46.76	1.00
FEX_0009889	0.00	5.00	0.00	6.00	0.00	12.49	1.01	7.16
FEX_0009890	1.00	1.00	2.00	0.00	0.00	1.00	0.00	2.00
FEX_0009891	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00
FEX_0009892	0.00	0.00	0.00	2.00	0.00	0.00	2.00	0.00
FEX_0009894	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009895	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009897	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009898	1.00	0.00	0.00	0.00	5.31	1.55	0.00	1.75
FEX_0009899	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009900	0.00	1.00	0.00	0.00	0.00	0.00	1.00	1.00
FEX_0009901	0.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00
FEX_0009902	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009903	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
FEX_0009904	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
FEX_0009905	147.00	215.00	171.00	160.00	296.00	185.00	169.00	81.00
FEX_0009906	3551.00	3195.00	3313.00	3213.00	2798.00	2283.00	1771.00	631.00
FEX_0009907	2252.87	1540.24	1383.03	1864.61	2286.36	2570.37	2791.83	721.31
FEX_0009908	102.13	128.76	232.97	159.39	459.64	334.63	346.17	349.69
FEX_0009909	1.00	1.00	1.00	13.20	7.00	22.00	9.00	9.00
FEX_0009910	65.00	107.00	82.00	69.00	107.00	88.00	91.00	74.00
FEX_0009911	0.00	4.00	0.00	2.00	0.00	0.00	1.00	1.00
FEX_0009912	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0009914	0.00	1.00	0.00	2.00	0.00	1.00	4.00	1.00
FEX_0009915	5.00	7.00	4.00	5.00	2.00	23.00	21.00	12.00
FEX_0009916	0.00	0.00	10.00	0.00	0.00	19.08	4.33	0.00
FEX_0009917	14.00	18.00	0.00	14.00	44.00	18.92	21.67	22.00
FEX_0009918	295.00	436.00	505.00	210.00	771.00	548.00	342.00	472.00
FEX_0009919	45.36	47.30	75.17	55.01	89.80	56.50	71.99	72.00
FEX_0009920	9.64	15.70	28.83	12.27	42.20	26.50	29.01	7.00
FEX_0009921	2.00	2.00	2.00	0.00	0.00	3.00	1.00	0.00
FEX_0009922	0.00	0.00	0.00	7.00	2.00	2.00	0.00	0.00
FEX_0009923	3.00	4.00	0.00	14.00	11.00	16.00	13.00	4.00
FEX_0009924	2694.00	2768.00	738.00	2220.66	905.00	1504.00	611.00	796.00
FEX_0009925	5.00	12.00	25.00	34.00	10.00	18.00	18.00	8.00
FEX_0009926	0.00	0.00	0.00	7.00	0.00	1.00	0.00	3.00
FEX_0009927	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0009928	492.00	693.00	341.00	770.00	1487.00	1208.00	996.00	1107.00
FEX_0009929	0.00	1.00	3.00	0.00	0.00	3.00	0.00	3.00
FEX_0009930	0.00	2.00	1.00	1.01	0.00	0.00	0.00	0.00
FEX_0009931	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009932	0.00	7.00	1.00	2.00	11.00	0.00	4.00	2.00
FEX_0009933	21.00	8.00	4.00	11.00	15.00	17.00	31.00	4.00
FEX_0009934	4.05	0.00	0.00	2.00	3.00	0.00	1.00	2.02
FEX_0009935	40.00	40.00	13.00	27.03	19.01	24.00	25.00	20.00
FEX_0009936	0.00	1.00	0.00	2.00	8.00	8.00	24.00	1.00
FEX_0009937	9.00	64.95	55.05	221.70	1.00	5.00	14.38	0.00
FEX_0009938	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00
FEX_0009939	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
FEX_0009940	4.00	3.00	3.00	7.85	0.00	8.00	10.00	6.00
FEX_0009941	1.00	12.00	6.00	10.00	12.00	7.00	18.00	12.00
FEX_0009942	1.00	0.00	3.00	2.00	0.00	0.00	0.00	1.00
FEX_0009943	15.89	15.04	0.00	21.23	15.27	15.27	26.25	4.48
FEX_0009944	0.00	0.00	1.00	0.00	1.00	1.00	2.00	0.00
FEX_0009945	0.00	0.00	0.00	2.01	0.00	0.00	2.00	0.00
FEX_0009946	3.00	0.00	2.01	1.02	1.00	1.01	0.00	0.00
FEX_0009947	0.00	0.00	0.00	3.00	2.00	0.00	0.00	0.85
FEX_0009948	18.00	10.00	9.00	16.01	0.00	21.13	21.00	10.00
FEX_0009949	4.00	18.24	10.00	14.00	43.73	25.00	20.75	43.86
FEX_0009950	1.00	3.00	4.00	4.00	0.00	14.00	21.00	3.00
FEX_0009951	0.00	0.00	0.00	1.00	0.00	2.00	5.00	0.00
FEX_0009952	0.00	0.00	0.00	1.00	0.00	2.00	0.00	0.00
FEX_0009954	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
FEX_0009955	0.00	1.00	0.00	0.00	0.00	2.00	0.00	0.00
FEX_0009956	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009957	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009958	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009959	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009961	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00
FEX_0009962	663.48	584.33	103.29	41.86	0.00	50.07	32.57	7.93
FEX_0009963	1.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00
FEX_0009964	7.46	0.00	5.48	23.18	1.00	0.00	16.07	10.74
FEX_0009965	0.00	4.00	0.00	0.00	0.00	21.65	0.00	0.00
FEX_0009966	0.00	0.00	2.00	1.15	4.00	5.00	3.00	0.00
FEX_0009967	0.00	0.00	0.00	2.87	0.00	0.00	0.00	0.00
FEX_0009968	15.00	0.00	17.00	11.00	4.00	14.00	33.00	13.00
FEX_0009970	4.83	4.01	4.00	2.03	2.83	13.03	13.08	1.07
FEX_0009971	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
FEX_0009972	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009973	3.14	4.83	0.93	8.34	0.00	10.13	2.08	4.09
FEX_0009974	854.04	704.50	684.95	656.52	547.09	793.53	1035.32	75.89
FEX_0009975	66.92	158.37	54.20	80.30	206.26	71.83	48.45	138.58
FEX_0009976	1.00	1.00	0.00	0.00	0.00	1.98	5.00	0.00
FEX_0009977	0.00	0.00	0.00	2.00	0.00	3.47	0.00	0.00
FEX_0009978	0.00	0.00	0.00	1.76	0.00	0.00	0.00	0.00
FEX_0009979	275.94	410.32	344.42	364.12	668.89	460.34	528.79	142.39
FEX_0009980	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
FEX_0009981	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009982	552.00	838.82	528.63	688.50	898.00	801.13	835.00	241.19
FEX_0009983	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009984	2.00	0.00	0.00	1.00	0.00	0.00	0.00	2.00
FEX_0009985	191.00	256.00	147.00	198.00	330.00	236.00	223.00	200.00
FEX_0009986	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009987	0.00	0.00	0.00	0.00	0.00	0.61	0.00	0.00
FEX_0009988	1848.77	3075.97	2041.39	2789.46	3372.32	2862.68	1763.18	3900.36
FEX_0009989	4.00	3.00	1.00	5.00	2.00	13.00	0.00	3.11
FEX_0009990	5.00	8.00	5.00	11.78	2.00	7.00	14.00	18.40
FEX_0009991	424.70	503.08	197.27	382.62	347.33	264.44	196.49	149.89
FEX_0009992	1316.88	1926.88	1384.57	1879.00	2826.39	1753.10	1651.52	1143.46
FEX_0009993	114.23	342.05	132.57	122.13	195.08	150.91	174.42	112.23
FEX_0009994	212.44	239.99	199.59	223.40	319.94	395.56	474.94	144.91
FEX_0009995	383.72	375.68	429.80	469.94	697.80	558.31	657.07	86.06
FEX_0009996	9.31	14.88	0.00	16.51	3.25	12.07	12.53	18.00
FEX_0009997	15.29	20.95	9.00	6.23	28.83	5.23	13.61	2.00
FEX_0009998	97.41	195.49	125.67	254.82	130.10	198.47	485.09	121.16
FEX_0009999	3.00	3.00	1.00	1.00	5.00	6.00	0.00	7.00
FEX_0010000	3.00	7.00	3.00	14.09	3.00	4.00	8.00	16.00
FEX_0010001	25.56	81.75	45.28	107.09	180.46	93.71	39.66	89.54
FEX_0010002	4707.19	3806.31	3893.22	2741.26	2444.00	4826.44	6391.39	636.19
FEX_0010003	622.25	567.94	594.51	646.65	668.54	758.63	1171.96	120.27
FEX_0010004	91.00	38.86	111.81	94.03	165.28	101.87	112.28	45.03
FEX_0010005	4.07	9.48	3.27	9.33	11.04	16.66	21.98	4.38
FEX_0010006	280.00	423.00	271.00	368.00	566.00	463.00	545.00	211.00
FEX_0010007	657.00	368.00	4953.00	996.00	585.00	922.00	164.00	617.00
FEX_0010008	284.00	91.00	68.00	56.00	19.00	60.00	63.00	5.00
FEX_0010009	2408.98	1978.81	1235.97	1959.46	3345.94	2059.00	2201.87	4103.14
FEX_0010010	0.00	2.71	0.00	2.00	0.00	1.00	0.00	1.00
FEX_0010011	680.00	833.00	644.00	713.00	848.00	708.00	623.00	302.00
FEX_0010012	21.02	35.19	15.03	28.54	53.06	23.00	12.13	78.86
FEX_0010013	9.00	25.00	16.00	42.98	4.00	13.00	94.64	3.00
FEX_0010014	9.00	18.00	233.00	24.00	22.00	29.00	32.00	15.00
FEX_0010015	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
FEX_0010016	25.00	6.00	4.01	0.00	7.00	7.00	13.00	0.00
FEX_0010017	0.00	0.00	3.99	7.00	0.00	0.00	0.00	9.00
FEX_0010018	10132.93	13866.37	196517.63	18248.42	21844.89	21290.80	5099.63	10410.30
FEX_0010019	1359.66	2343.47	3926.08	1310.90	6000.00	5322.23	2712.68	5542.11
FEX_0010020	1253.95	1742.55	930.00	1454.44	2324.42	1565.02	1544.08	691.97
FEX_0010021	1035.27	981.39	1008.90	1211.47	1201.88	1185.33	1741.54	206.60
FEX_0010022	626.00	368.00	512.00	466.00	419.00	544.00	932.00	202.00
FEX_0010023	0.00	1.29	0.00	0.00	0.00	1.00	1.00	0.00
FEX_0010024	33.00	25.00	43.00	33.00	26.00	13.00	20.00	5.00
FEX_0010025	0.00	1.42	31.88	6.50	1.67	0.00	0.00	0.00
FEX_0010026	253.05	411.78	231.32	507.23	134.73	213.91	125.46	65.50
FEX_0010027	0.00	0.00	0.00	0.00	0.17	0.00	0.00	27.28
FEX_0010028	945.20	1283.72	807.74	1569.98	2232.34	928.62	873.99	930.69
FEX_0010029	173.81	349.03	192.34	358.48	590.63	367.72	433.05	721.40
FEX_0010030	1219.30	1135.42	848.85	794.00	240.94	1294.93	2303.82	75.96
FEX_0010031	89.60	60.35	37.03	44.66	30.88	90.22	212.88	5.10
FEX_0010032	22.88	39.80	17.66	31.15	42.16	35.37	20.47	63.89
FEX_0010033	6.36	7.01	1.35	2.44	5.39	30.39	23.64	13.70
FEX_0010034	367.92	237.89	141.64	370.77	757.45	471.87	320.63	481.05
FEX_0010035	798.53	874.67	599.49	746.55	988.63	889.66	991.94	387.15
FEX_0010036	46.35	105.99	38.03	74.29	92.36	37.07	31.73	70.99
FEX_0010037	111.65	157.01	114.98	146.71	237.64	164.93	145.27	199.09
FEX_0010038	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00
FEX_0010039	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
FEX_0010041	1.00	2.00	0.00	0.00	0.00	1.00	0.00	0.00
FEX_0010043	77.00	75.00	71.00	91.00	96.00	177.00	116.00	47.00
FEX_0010044	155.70	179.11	133.40	220.31	251.52	222.46	291.79	37.89
FEX_0010045	700.45	864.54	454.02	643.32	702.41	718.09	940.59	130.24
FEX_0010046	973.86	719.51	579.80	478.68	272.61	925.72	1127.85	86.93
FEX_0010047	754.95	976.26	631.99	756.14	642.34	867.32	548.72	380.90
FEX_0010048	0.00	4.58	47.79	0.00	0.00	113.78	210.88	8.30
FEX_0010049	156.69	212.73	75.90	212.93	653.25	253.13	184.52	835.21
FEX_0010050	28.00	46.00	33.00	46.00	56.00	51.50	36.00	107.17
FEX_0010051	109.00	129.24	31.58	82.11	223.52	61.35	34.34	116.70
FEX_0010052	1.00	2.00	0.00	1.00	5.00	1.00	2.38	1.00
FEX_0010053	2.00	6.00	14.00	12.00	12.00	6.00	10.00	13.00
FEX_0010054	8.00	1.00	6.00	5.00	6.00	10.00	6.00	6.00
FEX_0010055	215.00	208.76	116.42	230.89	325.48	409.65	409.66	216.30
FEX_0010056	106.24	132.28	96.00	163.14	325.00	131.92	81.59	116.51
FEX_0010057	47.78	118.75	60.00	116.89	171.00	77.09	154.73	40.64
FEX_0010058	1540.45	1491.70	1015.39	2158.36	1294.17	1769.69	1272.38	435.49
FEX_0010059	503.67	687.05	363.05	783.69	859.33	736.46	519.56	456.84
FEX_0010060	21.00	79.00	27.00	49.00	124.00	13.00	22.00	56.00
FEX_0010061	1.00	1.00	1.00	3.00	0.00	2.00	2.00	0.00
FEX_0010062	197.34	222.61	146.59	222.08	209.61	190.91	380.75	57.44
FEX_0010063	113.21	98.11	36.21	100.23	133.33	131.37	19.72	22.97
FEX_0010064	1175.45	1047.31	978.20	1063.70	1204.38	1217.72	1806.39	185.59
FEX_0010065	323.08	418.53	221.49	342.06	572.55	341.34	319.69	356.41
FEX_0010066	1212.92	1402.47	1070.51	1202.53	1941.45	1649.66	2004.48	1163.59
FEX_0010067	2065.48	2067.93	1626.01	1941.43	2037.16	1725.20	2286.26	419.20
FEX_0010068	1877.00	1930.00	1459.00	2414.00	2274.00	1552.00	1519.00	992.00
FEX_0010069	0.00	0.00	0.00	2.01	4.01	2.01	4.00	10.04
FEX_0010070	10.00	5.00	4.00	7.99	13.99	1.99	0.00	3.96
FEX_0010071	1.00	3.00	2.00	8.00	4.00	4.00	5.00	2.00
FEX_0010072	1.00	3.00	5.00	3.00	2.00	3.00	1.00	0.00
FEX_0010074	42.44	20.35	51.85	26.83	37.92	59.65	90.02	22.62
FEX_0010075	1004.56	703.65	6054.15	531.17	1798.08	1470.35	1973.98	895.38
FEX_0010076	5889.00	6547.00	4982.00	6931.00	8264.00	6709.00	6449.00	1891.00
FEX_0010077	121.01	193.40	135.30	140.16	135.17	196.83	135.86	112.21
FEX_0010078	1.99	84.50	20.70	30.84	27.83	31.21	17.29	163.51
FEX_0010079	4624.72	4043.97	2624.68	6269.10	2264.67	2669.70	1993.91	478.60
FEX_0010080	0.00	0.00	0.00	1.00	1.00	5.00	0.00	0.00
FEX_0010081	64.28	219.03	57.32	223.90	250.33	226.30	194.09	121.40
FEX_0010082	332.00	500.00	194.00	318.00	676.00	495.00	342.09	523.00
FEX_0010083	122.36	98.78	123.72	122.73	138.87	142.42	199.86	84.28
FEX_0010084	481.84	1065.43	408.56	1024.78	2767.63	803.00	1229.10	1069.13
FEX_0010085	944.56	1410.94	1076.91	1216.39	1507.43	1188.81	917.52	565.70
FEX_0010086	628.42	981.05	655.55	915.46	1398.29	878.47	811.19	438.59
FEX_0010087	466.45	819.00	456.80	850.36	1329.97	494.53	520.81	517.16
FEX_0010088	3436.02	7895.57	4382.82	7215.16	13373.78	6651.83	6101.26	2845.99
FEX_0010089	1.00	3.00	4.00	1.02	1.00	2.00	22.36	6.00
FEX_0010090	1647.48	1795.58	926.70	1343.70	1977.26	997.76	890.52	1159.18
FEX_0010091	4189.43	4044.44	2390.56	3245.55	3454.59	3368.93	2963.75	874.02
FEX_0010092	4131.08	2711.37	2040.98	2612.08	1362.58	2246.79	2865.02	443.94
FEX_0010093	1394.92	948.63	838.02	1039.92	517.42	1015.21	1294.98	143.06
FEX_0010094	28.53	42.00	14.00	47.00	17.00	5.00	13.00	53.00
FEX_0010095	611.86	877.98	716.41	683.25	767.11	599.62	413.04	220.77
FEX_0010096	28.44	49.00	33.49	94.00	145.02	60.00	23.93	42.22
FEX_0010097	39.05	163.27	44.52	0.00	80.21	0.00	13.70	166.99
FEX_0010098	126.14	131.02	57.59	129.75	137.89	62.38	52.96	134.24
FEX_0010099	52.52	13.34	58.64	103.19	150.68	95.59	67.39	0.00
FEX_0010100	264.99	455.39	289.36	358.81	539.09	338.41	355.97	287.79
